hand,pitch,onset_ql,reason
RH,60,1.0,outside-or-invalid-beat-map
RH,60,34.33333333333333,musicxml-ambiguous
RH,60,83.875,musicxml-ambiguous
RH,67,101.5,musicxml-ambiguous
RH,71,105.33333333333333,musicxml-ambiguous
LH,52,110.33333333333333,musicxml-ambiguous
RH,68,115.33333333333333,score-midi-no-match
RH,69,115.875,score-midi-no-match
RH,71,128.25,musicxml-no-match
RH,68,153.75,score-midi-no-match
RH,76,186.66666666666666,musicxml-no-match
RH,60,201.5,score-midi-no-match
LH,52,207.0,score-midi-no-match
LH,55,208.875,musicxml-ambiguous
RH,72,224.33333333333331,score-midi-no-match
RH,71,224.625,score-midi-no-match
RH,72,224.75,score-midi-no-match
RH,71,225.0,score-midi-no-match
RH,72,225.125,score-midi-no-match
RH,71,225.375,score-midi-no-match
RH,72,225.625,score-midi-no-match
RH,71,226.0,score-midi-no-match
LH,55,232.0,musicxml-ambiguous
LH,48,258.25,score-midi-no-match
LH,48,272.125,score-midi-no-match
RH,76,281.75,outside-or-invalid-beat-map
