hand,pitch,onset_ql,reason
RH,60,7.0,score-midi-no-match
RH,60,13.375,score-midi-no-match
LH,56,20.666666666666664,score-midi-no-match
RH,64,30.5,score-midi-no-match
RH,66,31.375,score-midi-no-match
RH,70,43.875,musicxml-ambiguous
RH,70,49.625,musicxml-ambiguous
RH,70,50.125,score-midi-no-match
LH,46,50.5,score-midi-no-match
LH,53,53.666666666666664,score-midi-no-match
RH,65,66.5,score-midi-no-match
RH,65,67.25,score-midi-no-match
RH,65,68.0,score-midi-no-match
RH,63,68.75,score-midi-no-match
RH,63,69.33333333333333,score-midi-no-match
RH,63,70.125,score-midi-no-match
LH,52,71.75,score-midi-no-match
RH,65,72.25,score-midi-no-match
RH,65,72.875,score-midi-no-match
RH,73,72.875,score-midi-no-match
RH,63,74.33333333333333,score-midi-no-match
LH,49,75.0,score-midi-no-match
RH,62,75.0,score-midi-no-match
RH,63,75.0,score-midi-no-match
RH,74,75.0,score-midi-no-match
LH,49,75.25,score-midi-no-match
RH,63,75.66666666666666,score-midi-no-match
LH,53,77.25,score-midi-no-match
LH,56,79.375,musicxml-ambiguous
LH,44,80.25,musicxml-ambiguous
RH,67,80.25,score-midi-no-match
LH,52,80.5,score-midi-no-match
LH,56,83.25,musicxml-ambiguous
RH,85,85.0,score-midi-no-match
LH,56,85.875,musicxml-ambiguous
LH,55,89.75,score-midi-no-match
RH,60,90.25,score-midi-no-match
RH,61,90.5,musicxml-ambiguous
LH,56,90.66666666666666,score-midi-no-match
RH,63,91.125,musicxml-ambiguous
LH,51,91.33333333333333,score-midi-no-match
RH,65,91.75,musicxml-ambiguous
LH,49,94.25,score-midi-no-match
RH,61,94.25,score-midi-no-match
RH,86,94.33333333333333,score-midi-no-match
RH,73,95.75,musicxml-ambiguous
RH,76,96.625,score-midi-no-match
RH,73,97.0,musicxml-ambiguous
RH,73,97.625,musicxml-ambiguous
RH,69,97.875,score-midi-no-match
RH,74,99.75,score-midi-no-match
RH,62,100.66666666666666,score-midi-no-match
LH,56,101.75,musicxml-ambiguous
RH,66,101.75,score-midi-no-match
RH,67,103.125,score-midi-no-match
RH,63,107.33333333333333,musicxml-ambiguous
RH,74,108.33333333333333,score-midi-no-match
RH,79,108.625,score-midi-no-match
RH,72,109.25,score-midi-no-match
LH,57,110.0,musicxml-ambiguous
RH,62,111.25,score-midi-no-match
LH,44,112.375,score-midi-no-match
RH,60,112.5,score-midi-no-match
LH,59,112.625,musicxml-ambiguous
LH,56,113.0,score-midi-no-match
RH,64,113.0,score-midi-no-match
RH,68,113.125,musicxml-ambiguous
RH,71,113.66666666666666,score-midi-no-match
RH,69,115.25,musicxml-ambiguous
RH,74,116.375,score-midi-no-match
RH,71,117.0,score-midi-no-match
RH,80,118.25,musicxml-ambiguous
RH,81,120.375,musicxml-ambiguous
RH,88,121.125,score-midi-no-match
RH,93,121.33333333333333,score-midi-no-match
RH,89,121.375,score-midi-no-match
RH,86,121.5,score-midi-no-match
RH,87,123.33333333333333,score-midi-no-match
RH,85,123.5,score-midi-no-match
RH,88,123.5,score-midi-no-match
RH,82,123.625,score-midi-no-match
RH,77,123.66666666666666,score-midi-no-match
RH,88,124.375,score-midi-no-match
RH,91,124.375,score-midi-no-match
RH,86,124.625,score-midi-no-match
RH,83,124.875,score-midi-no-match
RH,86,124.875,score-midi-no-match
RH,86,125.25,score-midi-no-match
RH,95,125.375,score-midi-no-match
RH,91,126.0,score-midi-no-match
RH,96,126.125,score-midi-no-match
RH,97,126.375,score-midi-no-match
RH,99,126.375,score-midi-no-match
RH,98,126.75,score-midi-no-match
LH,56,135.375,score-midi-no-match
LH,56,136.875,musicxml-ambiguous
LH,41,138.0,score-midi-no-match
LH,53,139.125,score-midi-no-match
LH,56,144.625,musicxml-ambiguous
LH,49,148.125,score-midi-no-match
RH,61,148.5,score-midi-no-match
LH,59,150.0,score-midi-no-match
LH,58,153.125,score-midi-no-match
LH,58,154.875,score-midi-no-match
LH,58,156.5,score-midi-no-match
LH,46,159.0,score-midi-no-match
LH,58,160.0,score-midi-no-match
LH,46,161.125,score-midi-no-match
LH,51,161.125,score-midi-no-match
LH,44,162.875,musicxml-ambiguous
LH,44,165.875,musicxml-ambiguous
LH,44,168.875,musicxml-ambiguous
LH,44,171.5,musicxml-ambiguous
LH,59,174.25,musicxml-ambiguous
RH,72,175.875,score-midi-no-match
RH,76,176.25,score-midi-no-match
LH,58,176.75,musicxml-ambiguous
RH,68,178.625,score-midi-no-match
RH,71,178.625,score-midi-no-match
LH,58,179.375,musicxml-ambiguous
RH,66,180.75,score-midi-no-match
LH,58,181.875,musicxml-ambiguous
RH,65,183.75,score-midi-no-match
RH,70,183.75,score-midi-no-match
RH,81,184.125,score-midi-no-match
RH,74,184.25,score-midi-no-match
LH,54,184.625,musicxml-ambiguous
LH,46,184.66666666666666,score-midi-no-match
RH,82,185.33333333333331,musicxml-ambiguous
RH,68,185.875,score-midi-no-match
RH,69,187.125,score-midi-no-match
LH,53,187.33333333333331,musicxml-ambiguous
RH,81,188.125,score-midi-no-match
RH,66,190.125,musicxml-ambiguous
RH,79,191.125,score-midi-no-match
RH,65,192.66666666666666,musicxml-ambiguous
RH,75,193.125,score-midi-no-match
RH,76,193.625,score-midi-no-match
RH,83,194.25,score-midi-no-match
LH,52,195.875,score-midi-no-match
RH,84,197.125,score-midi-no-match
LH,39,197.875,score-midi-no-match
RH,82,198.75,score-midi-no-match
LH,39,199.25,score-midi-no-match
RH,80,199.625,score-midi-no-match
RH,83,200.125,score-midi-no-match
RH,66,200.875,score-midi-no-match
RH,90,201.5,score-midi-no-match
LH,59,201.625,score-midi-no-match
RH,66,201.625,score-midi-no-match
LH,39,201.875,score-midi-no-match
LH,38,202.0,score-midi-no-match
LH,39,203.25,score-midi-no-match
RH,96,203.25,score-midi-no-match
RH,87,204.125,score-midi-no-match
RH,98,204.125,score-midi-no-match
RH,90,205.0,score-midi-no-match
RH,82,205.25,score-midi-no-match
RH,94,205.25,score-midi-no-match
RH,83,205.375,score-midi-no-match
LH,59,205.5,score-midi-no-match
RH,62,205.5,score-midi-no-match
RH,85,205.625,score-midi-no-match
RH,85,205.875,score-midi-no-match
LH,48,216.125,score-midi-no-match
LH,54,216.375,score-midi-no-match
LH,49,216.5,score-midi-no-match
LH,37,218.375,musicxml-ambiguous
LH,42,219.0,score-midi-no-match
LH,54,219.0,musicxml-ambiguous
LH,39,219.375,score-midi-no-match
LH,51,219.375,musicxml-ambiguous
LH,37,219.875,musicxml-ambiguous
LH,44,220.33333333333331,score-midi-no-match
LH,56,220.33333333333331,musicxml-ambiguous
RH,68,220.5,score-midi-no-match
LH,48,220.75,score-midi-no-match
RH,60,220.75,musicxml-ambiguous
LH,37,221.25,musicxml-ambiguous
LH,44,221.66666666666666,score-midi-no-match
LH,56,221.66666666666666,musicxml-ambiguous
LH,41,222.125,score-midi-no-match
LH,53,222.125,musicxml-ambiguous
LH,37,222.625,musicxml-ambiguous
LH,35,222.66666666666666,score-midi-no-match
LH,46,223.0,score-midi-no-match
LH,58,223.0,musicxml-ambiguous
LH,56,223.125,score-midi-no-match
LH,49,223.5,score-midi-no-match
RH,61,223.5,musicxml-ambiguous
LH,37,224.0,musicxml-ambiguous
LH,46,224.5,score-midi-no-match
LH,58,224.5,musicxml-ambiguous
LH,54,224.875,musicxml-ambiguous
LH,39,225.125,score-midi-no-match
RH,76,225.125,score-midi-no-match
LH,37,225.33333333333331,musicxml-ambiguous
LH,51,225.75,score-midi-no-match
RH,61,225.75,score-midi-no-match
RH,63,225.75,musicxml-ambiguous
RH,76,225.75,score-midi-no-match
LH,54,226.125,score-midi-no-match
RH,66,226.125,musicxml-ambiguous
LH,56,226.25,score-midi-no-match
LH,37,226.75,musicxml-ambiguous
LH,46,227.125,score-midi-no-match
LH,56,227.125,score-midi-no-match
LH,58,227.25,musicxml-ambiguous
RH,76,227.5,score-midi-no-match
LH,48,227.625,score-midi-no-match
RH,60,227.625,musicxml-ambiguous
LH,37,228.125,musicxml-ambiguous
LH,48,228.5,score-midi-no-match
RH,60,228.5,musicxml-ambiguous
LH,49,229.125,score-midi-no-match
RH,61,229.125,musicxml-ambiguous
RH,60,229.25,score-midi-no-match
RH,80,229.25,score-midi-no-match
LH,49,229.875,score-midi-no-match
RH,66,229.875,musicxml-ambiguous
LH,51,230.0,score-midi-no-match
LH,58,230.0,score-midi-no-match
RH,79,230.25,score-midi-no-match
RH,85,230.625,score-midi-no-match
RH,89,230.625,score-midi-no-match
RH,87,230.75,score-midi-no-match
RH,72,231.375,score-midi-no-match
RH,78,231.375,score-midi-no-match
RH,80,231.375,score-midi-no-match
RH,81,231.375,score-midi-no-match
RH,82,231.66666666666666,score-midi-no-match
RH,76,231.75,score-midi-no-match
RH,88,231.75,score-midi-no-match
RH,77,232.0,score-midi-no-match
RH,89,232.0,score-midi-no-match
RH,79,232.25,score-midi-no-match
RH,91,232.25,score-midi-no-match
RH,82,232.375,score-midi-no-match
RH,94,232.5,score-midi-no-match
RH,64,232.75,musicxml-ambiguous
RH,81,233.375,score-midi-no-match
RH,80,233.75,score-midi-no-match
RH,80,233.875,score-midi-no-match
RH,85,233.875,score-midi-no-match
RH,85,234.0,score-midi-no-match
RH,82,234.375,score-midi-no-match
RH,87,234.375,score-midi-no-match
RH,89,234.375,score-midi-no-match
RH,80,234.5,score-midi-no-match
RH,86,234.625,score-midi-no-match
LH,36,236.66666666666666,score-midi-no-match
RH,61,238.125,musicxml-ambiguous
RH,63,238.75,musicxml-ambiguous
RH,65,239.5,musicxml-ambiguous
LH,59,240.125,musicxml-ambiguous
RH,78,241.125,musicxml-ambiguous
RH,99,241.875,score-midi-no-match
RH,103,241.875,score-midi-no-match
RH,98,242.0,score-midi-no-match
RH,100,242.125,score-midi-no-match
RH,99,242.25,score-midi-no-match
RH,94,242.66666666666666,score-midi-no-match
RH,96,242.66666666666666,score-midi-no-match
LH,58,243.5,score-midi-no-match
RH,94,243.5,score-midi-no-match
RH,106,243.5,score-midi-no-match
RH,63,243.625,score-midi-no-match
RH,76,243.75,musicxml-ambiguous
RH,86,244.0,score-midi-no-match
RH,89,244.25,score-midi-no-match
RH,94,244.5,score-midi-no-match
RH,99,244.5,score-midi-no-match
RH,101,244.5,score-midi-no-match
RH,92,244.66666666666666,score-midi-no-match
RH,84,244.75,score-midi-no-match
RH,92,245.0,score-midi-no-match
RH,97,245.0,score-midi-no-match
RH,89,245.125,score-midi-no-match
RH,99,245.125,score-midi-no-match
RH,101,245.125,score-midi-no-match
RH,103,245.375,score-midi-no-match
RH,89,245.5,score-midi-no-match
RH,101,245.5,score-midi-no-match
RH,94,245.625,score-midi-no-match
RH,101,245.625,score-midi-no-match
RH,94,245.75,score-midi-no-match
RH,98,245.875,score-midi-no-match
RH,87,246.0,score-midi-no-match
LH,51,247.875,score-midi-no-match
RH,82,247.875,score-midi-no-match
RH,87,247.875,score-midi-no-match
RH,63,248.0,score-midi-no-match
RH,73,249.375,musicxml-ambiguous
RH,75,250.0,musicxml-ambiguous
RH,79,250.25,score-midi-no-match
RH,77,250.625,musicxml-ambiguous
RH,76,250.66666666666666,score-midi-no-match
LH,55,254.25,score-midi-no-match
LH,31,255.66666666666666,score-midi-no-match
LH,43,255.66666666666666,score-midi-no-match
LH,40,256.0,score-midi-no-match
LH,31,256.125,score-midi-no-match
LH,43,256.125,score-midi-no-match
LH,27,256.625,score-midi-no-match
LH,57,282.3333333333333,score-midi-no-match
LH,38,291.125,score-midi-no-match
RH,71,297.75,score-midi-no-match
RH,71,298.3333333333333,musicxml-no-match
RH,69,298.5,score-midi-no-match
LH,38,299.875,score-midi-no-match
RH,66,303.75,score-midi-no-match
LH,38,304.0,score-midi-no-match
LH,38,308.5,score-midi-no-match
RH,66,312.5,score-midi-no-match
LH,38,312.875,score-midi-no-match
RH,61,318.3333333333333,score-midi-no-match
LH,38,318.625,score-midi-no-match
RH,61,321.3333333333333,score-midi-no-match
LH,59,321.75,score-midi-no-match
RH,61,337.125,score-midi-no-match
RH,62,340.0,musicxml-no-match
RH,61,340.125,musicxml-no-match
RH,61,346.0,score-midi-no-match
