pitch,velocity,voice,onset_ql,beat_position,key_duration_ql,acoustic_duration_ql,pedal_extension_ql,next_voice_gap_ql,candidate_duration_ql,candidate_key_gap_ql,candidate_acoustic_gap_ql,candidate_crosses_barline,candidate_has_barline,candidate_has_next_onset,rule_probability,candidate_source,piece,hand,candidate_event_id,review_priority,label,label_source,auto_label_status,alignment_method,reference_part,reference_voice,reference_onset_ql,reference_duration_ql,reference_tie_start,reference_tie_stop,review_class,review_note
61,85,1,6.75,0.6875,0.125,0.125,0.0,0.25,0.125,0.0,0.0,0,0,0,0.95,key-release-grid+pedal-acoustic-grid,BalakirevIslamey,RH,BalakirevIslamey:RH:61:6.750000:1,normal,,,ambiguous-candidate,external,P1,5,2.5,0.25,0,0,,
61,85,1,6.75,0.6875,0.125,0.125,0.0,0.25,0.25,0.125,0.125,0,0,1,0.780337542,next-voice-onset,BalakirevIslamey,RH,BalakirevIslamey:RH:61:6.750000:1,normal,,,ambiguous-candidate,external,P1,5,2.5,0.25,0,0,,
60,92,1,7.0,0.75,0.125,0.125,0.0,6.125,0.125,0.0,0.0,0,0,0,0.95,key-release-grid+pedal-acoustic-grid,BalakirevIslamey,RH,BalakirevIslamey:RH:60:7.000000:1,normal,,,unmatched,external,,,,,,,,
60,92,1,7.0,0.75,0.125,0.125,0.0,6.125,1.0,0.875,0.875,0,1,0,0.249126198,barline,BalakirevIslamey,RH,BalakirevIslamey:RH:60:7.000000:1,normal,,,unmatched,external,,,,,,,,
60,92,1,7.0,0.75,0.125,0.125,0.0,6.125,6.125,6.0,6.0,1,0,1,0.019015118,next-voice-onset,BalakirevIslamey,RH,BalakirevIslamey:RH:60:7.000000:1,normal,,,unmatched,external,,,,,,,,
61,68,1,13.125,0.28125,0.125,0.125,0.0,0.25,0.125,0.0,0.0,0,0,0,0.95,key-release-grid+pedal-acoustic-grid,BalakirevIslamey,RH,BalakirevIslamey:RH:61:13.125000:1,normal,,,ambiguous-candidate,external,P1,5,8.5,0.25,0,0,,
61,68,1,13.125,0.28125,0.125,0.125,0.0,0.25,0.25,0.125,0.125,0,0,1,0.780337542,next-voice-onset,BalakirevIslamey,RH,BalakirevIslamey:RH:61:13.125000:1,normal,,,ambiguous-candidate,external,P1,5,8.5,0.25,0,0,,
60,74,1,13.375,0.34375,0.125,0.125,0.0,4.375,0.125,0.0,0.0,0,0,0,0.95,key-release-grid+pedal-acoustic-grid,BalakirevIslamey,RH,BalakirevIslamey:RH:60:13.375000:1,normal,,,unmatched,external,,,,,,,,
60,74,1,13.375,0.34375,0.125,0.125,0.0,4.375,2.625,2.5,2.5,0,1,0,0.05716333,barline,BalakirevIslamey,RH,BalakirevIslamey:RH:60:13.375000:1,normal,,,unmatched,external,,,,,,,,
60,74,1,13.375,0.34375,0.125,0.125,0.0,4.375,4.375,4.25,4.25,1,0,1,0.020404849,next-voice-onset,BalakirevIslamey,RH,BalakirevIslamey:RH:60:13.375000:1,normal,,,unmatched,external,,,,,,,,
60,93,1,17.75,0.4375,0.125,0.125,0.0,0.25,0.125,0.0,0.0,0,0,0,0.95,key-release-grid+pedal-acoustic-grid,BalakirevIslamey,RH,BalakirevIslamey:RH:60:17.750000:1,normal,,,ambiguous-candidate,external,P1,5,13.25,0.25,0,0,,
60,93,1,17.75,0.4375,0.125,0.125,0.0,0.25,0.25,0.125,0.125,0,0,1,0.780337542,next-voice-onset,BalakirevIslamey,RH,BalakirevIslamey:RH:60:17.750000:1,normal,,,ambiguous-candidate,external,P1,5,13.25,0.25,0,0,,
63,106,1,18.0,0.5,0.125,0.608333333,0.483333333,0.125,0.125,0.0,0.483333333,0,0,1,0.859974592,key-release-grid+next-voice-onset,BalakirevIslamey,RH,BalakirevIslamey:RH:63:18.000000:1,medium,1,reference-score,labeled,external,P1,5,13.5,0.25,0,0,,
