pitch,velocity,voice,onset_ql,beat_position,key_duration_ql,acoustic_duration_ql,pedal_extension_ql,next_voice_gap_ql,candidate_duration_ql,candidate_key_gap_ql,candidate_acoustic_gap_ql,candidate_crosses_barline,candidate_has_barline,candidate_has_next_onset,rule_probability,candidate_source,piece,hand,candidate_event_id,review_priority,label,label_source,auto_label_status,alignment_method,reference_part,reference_voice,reference_onset_ql,reference_duration_ql,reference_tie_start,reference_tie_stop,review_class,review_note
66,46,1,3.0,0.75,0.125,1.5234375,1.3984375,0.333333333,0.125,0.0,1.3984375,0,0,0,0.746680939,key-release-grid,ChopinEtudes_op_25_10,RH,ChopinEtudes_op_25_10:RH:66:3.000000:1,medium,,,unmatched,external,,,,,,,,
66,46,1,3.0,0.75,0.125,1.5234375,1.3984375,0.333333333,0.333333333,0.208333333,1.190104167,0,0,1,0.541407953,next-voice-onset,ChopinEtudes_op_25_10,RH,ChopinEtudes_op_25_10:RH:66:3.000000:1,medium,,,unmatched,external,,,,,,,,
65,48,1,3.333333333,0.833333333,0.125,1.190104167,1.065104167,0.291666667,0.125,0.0,1.065104167,0,0,0,0.769639777,key-release-grid,ChopinEtudes_op_25_10,RH,ChopinEtudes_op_25_10:RH:65:3.333333:1,medium,0,reference-score,labeled,external,P1,1,0.333333333,0.333333333,0,0,,
65,48,1,3.333333333,0.833333333,0.125,1.190104167,1.065104167,0.291666667,0.291666667,0.166666667,0.8984375,0,0,1,0.606630133,next-voice-onset,ChopinEtudes_op_25_10,RH,ChopinEtudes_op_25_10:RH:65:3.333333:1,medium,1,reference-score,labeled,external,P1,1,0.333333333,0.333333333,0,0,,
66,68,1,3.625,0.90625,0.125,0.8984375,0.7734375,0.25,0.125,0.0,0.7734375,0,0,0,0.798823548,key-release-grid,ChopinEtudes_op_25_10,RH,ChopinEtudes_op_25_10:RH:66:3.625000:1,medium,0,reference-score,labeled,external,P1,1,0.666666667,0.333333333,0,0,,
66,68,1,3.625,0.90625,0.125,0.8984375,0.7734375,0.25,0.25,0.125,0.6484375,0,0,1,0.67997713,next-voice-onset,ChopinEtudes_op_25_10,RH,ChopinEtudes_op_25_10:RH:66:3.625000:1,medium,1,reference-score,labeled,external,P1,1,0.666666667,0.333333333,0,0,,
67,65,1,3.875,0.96875,0.125,0.6484375,0.5234375,0.25,0.125,0.0,0.5234375,0,1,0,0.873397837,barline+key-release-grid,ChopinEtudes_op_25_10,RH,ChopinEtudes_op_25_10:RH:67:3.875000:1,medium,0,reference-score,labeled,external,P1,1,1.0,0.333333333,0,0,,
67,65,1,3.875,0.96875,0.125,0.6484375,0.5234375,0.25,0.25,0.125,0.3984375,1,0,1,0.678208643,next-voice-onset,ChopinEtudes_op_25_10,RH,ChopinEtudes_op_25_10:RH:67:3.875000:1,medium,1,reference-score,labeled,external,P1,1,1.0,0.333333333,0,0,,
68,64,1,4.125,0.03125,0.125,0.3984375,0.2734375,0.25,0.125,0.0,0.2734375,0,0,0,0.880068245,key-release-grid,ChopinEtudes_op_25_10,RH,ChopinEtudes_op_25_10:RH:68:4.125000:1,medium,0,reference-score,labeled,external,P1,1,1.333333333,0.333333333,0,0,,
68,64,1,4.125,0.03125,0.125,0.3984375,0.2734375,0.25,0.25,0.125,0.1484375,0,0,1,0.774370001,next-voice-onset,ChopinEtudes_op_25_10,RH,ChopinEtudes_op_25_10:RH:68:4.125000:1,medium,1,reference-score,labeled,external,P1,1,1.333333333,0.333333333,0,0,,
