piece_key,pipeline,performance_count,pitch_f1,onset_f1,note_f1,pedal_f1,duration_accuracy,tie_accuracy,voice_accuracy,duration_mae_ql
BachFugue_bwv_846,P4-R,1,0.9789545145960624,0.9789545145960624,0.16429056347589954,,0.1678224687933426,0.7708333333333334,0.3140495867768595,0.846104946854369
BachFugue_bwv_846,P4-R-NP,1,0.9789545145960624,0.9789545145960624,0.16429056347589954,,0.1678224687933426,0.7708333333333334,0.3140495867768595,0.846104946854369
BachFugue_bwv_846,P4-L,1,0.9789545145960624,0.9789545145960624,0.2620502376103191,,0.26629680998613037,0.3541666666666667,0.29015544041450775,0.6597318539112343
BachFugue_bwv_846,P4-L-NP,1,0.9789545145960624,0.9789545145960624,0.2606924643584521,,0.26490984743411927,0.3333333333333333,0.2916666666666667,0.6573046694466019
BachFugue_bwv_864,P4-R,1,0.9923664122137404,0.9923664122137404,0.897370653095844,,0.9042735042735043,0.6862745098039216,0.5519848771266541,0.12485754985128206
BachFugue_bwv_864,P4-R-NP,1,0.9923664122137404,0.9923664122137404,0.897370653095844,,0.9042735042735043,0.6862745098039216,0.5519848771266541,0.12485754985128206
BachFugue_bwv_864,P4-L,1,0.9923664122137404,0.9923664122137404,0.7845631891433418,,0.7905982905982906,0.5784313725490197,0.5556756756756757,0.1983974359
BachFugue_bwv_864,P4-L-NP,1,0.9923664122137404,0.9923664122137404,0.7845631891433418,,0.7905982905982906,0.5784313725490197,0.5556756756756757,0.1983974359
BachFugue_bwv_865,P4-R,3,0.9787967784296688,0.9785149008994822,0.716074806397522,,0.73099024735117,0.7033463605276014,0.3449828738910745,0.24339568718728466
BachFugue_bwv_865,P4-R-NP,3,0.9787967784296688,0.9785149008994822,0.716074806397522,,0.73099024735117,0.7033463605276014,0.3449828738910745,0.24340165320489637
BachFugue_bwv_865,P4-L,3,0.9787967784296688,0.9785149008994822,0.7032942076794217,,0.7184825776835506,0.40368018238071973,0.3382124436678362,0.252814921579767
BachFugue_bwv_865,P4-L-NP,3,0.9787967784296688,0.9785149008994822,0.7042836268746809,,0.7194919809657169,0.40730337078651685,0.33774490897153814,0.25241840157699164
BachFugue_bwv_875,P4-R,2,0.9789581147147588,0.9783195451106719,0.5345616646736787,,0.546157664273281,0.8548387096774194,0.4919557951228698,0.3786527600575381
BachFugue_bwv_875,P4-R-NP,2,0.9789581147147588,0.9783195451106719,0.5345616646736787,,0.546157664273281,0.8548387096774194,0.4919557951228698,0.3786527600575381
BachFugue_bwv_875,P4-L,2,0.9789581147147588,0.9783195451106719,0.4873628295547909,,0.4979227861183638,0.3870967741935484,0.5023234332812279,0.3973638335670777
BachFugue_bwv_875,P4-L-NP,2,0.9789581147147588,0.9783195451106719,0.4899106002554279,,0.5005337521758051,0.3870967741935484,0.5020974213642357,0.3940185333053283
BachFugue_bwv_887,P4-R,1,0.9767141009055628,0.9767141009055628,0.17141009055627426,,0.17549668874172186,0.7452229299363057,0.45660377358490567,0.6335816777092715
BachFugue_bwv_887,P4-R-NP,1,0.9767141009055628,0.9767141009055628,0.17141009055627426,,0.17549668874172186,0.7452229299363057,0.45660377358490567,0.6335816777092715
BachFugue_bwv_887,P4-L,1,0.9767141009055628,0.9767141009055628,0.20633893919793012,,0.21125827814569537,0.3184713375796178,0.4482758620689655,0.5914735099377484
BachFugue_bwv_887,P4-L-NP,1,0.9767141009055628,0.9767141009055628,0.2095730918499353,,0.21456953642384105,0.3184713375796178,0.4506172839506173,0.5889900662291391
BachFugue_bwv_889,P4-R,6,0.9184301055422589,0.9182162932694345,0.6944276595117341,,0.7560671836976169,0.47701149425287354,0.5071475331910096,0.18340505172428576
BachFugue_bwv_889,P4-R-NP,6,0.9184301055422589,0.9182162932694345,0.6944276595117341,,0.7560671836976169,0.47701149425287354,0.5071475331910096,0.18340505172428576
BachFugue_bwv_889,P4-L,6,0.9184301055422589,0.9182162932694345,0.6207636495875023,,0.6744040524481814,0.48850574712643674,0.5019186369810159,0.236599961867625
BachFugue_bwv_889,P4-L-NP,6,0.9184301055422589,0.9182162932694345,0.6205494197352521,,0.6741669449034271,0.4827586206896552,0.5017388986120674,0.23748396774637803
BachFugue_bwv_893,P4-R,3,0.2367572166790141,0.23617242135737668,0.15819652643138243,,0.6691542288557214,0.1111111111111111,0.45350099460073884,0.2352819237089552
BachFugue_bwv_893,P4-R-NP,3,0.2367572166790141,0.23617242135737668,0.15819652643138243,,0.6691542288557214,0.1111111111111111,0.45350099460073884,0.2352819237089552
BachFugue_bwv_893,P4-L,3,0.2367572166790141,0.23617242135737668,0.17751505007277105,,0.7512437810945274,0.6666666666666666,0.4384932160013066,0.21641791044776118
BachFugue_bwv_893,P4-L-NP,3,0.2367572166790141,0.23617242135737668,0.17751505007277105,,0.7512437810945274,0.6666666666666666,0.4384932160013066,0.21610696517412933
BachPrelude_bwv_856,P4-R,1,0.9838709677419354,0.9826302729528537,0.8449131513647642,,0.8598484848484849,0.5,0.42143906020558003,0.08617424240151515
BachPrelude_bwv_856,P4-R-NP,1,0.9838709677419354,0.9826302729528537,0.8449131513647642,,0.8598484848484849,0.5,0.42143906020558003,0.08612163297348485
BachPrelude_bwv_856,P4-L,1,0.9838709677419354,0.9826302729528537,0.8833746898263027,,0.898989898989899,0.5,0.42837078651685395,0.1145307239090909
BachPrelude_bwv_856,P4-L-NP,1,0.9838709677419354,0.9826302729528537,0.8833746898263027,,0.898989898989899,0.5,0.42837078651685395,0.1145307239090909
BachPrelude_bwv_862,P4-R,1,0.9925037481259371,0.9910044977511243,0.6476761619190405,,0.6505295007564297,0.5714285714285714,0.7222222222222222,0.19358295511043871
BachPrelude_bwv_862,P4-R-NP,1,0.9925037481259371,0.9910044977511243,0.6476761619190405,,0.6505295007564297,0.5714285714285714,0.7222222222222222,0.19358295511043871
BachPrelude_bwv_862,P4-L,1,0.9925037481259371,0.9910044977511243,0.7961019490254873,,0.8018154311649016,0.42857142857142855,0.7306967984934086,0.14952092789409985
BachPrelude_bwv_862,P4-L-NP,1,0.9925037481259371,0.9910044977511243,0.800599700149925,,0.8063540090771558,0.42857142857142855,0.7284644194756554,0.14592788704538578
BachPrelude_bwv_863,P4-R,3,0.9864498576185526,0.9864498576185526,0.21383957469659368,,0.21673031752195834,0.8645833333333334,0.546099412201107,0.6109933995207446
BachPrelude_bwv_863,P4-R-NP,3,0.9864498576185526,0.9864498576185526,0.21383957469659368,,0.21673031752195834,0.8645833333333334,0.546099412201107,0.6109933995207446
BachPrelude_bwv_863,P4-L,3,0.9864498576185526,0.9864498576185526,0.251175029842548,,0.25456578337345825,0.4270833333333333,0.542865163017847,0.5917888819007766
BachPrelude_bwv_863,P4-L-NP,3,0.9864498576185526,0.9864498576185526,0.25479112186041014,,0.25822990722106837,0.4270833333333333,0.5379855509650906,0.5871304531679554
BachPrelude_bwv_873,P4-R,2,0.9438157638347623,0.9434251388347623,0.6024390466679657,,0.6369218370406047,0.8055555555555556,0.5117858827993949,0.3954418737351152
BachPrelude_bwv_873,P4-R-NP,2,0.9438157638347623,0.9434251388347623,0.6024390466679657,,0.6369218370406047,0.8055555555555556,0.5117858827993949,0.3954418737351152
BachPrelude_bwv_873,P4-L,2,0.9438157638347623,0.9434251388347623,0.5193108193686671,,0.5479716106910076,0.2766812865497076,0.47574162636211326,0.37614268006783513
BachPrelude_bwv_873,P4-L-NP,2,0.9438157638347623,0.9434251388347623,0.5208733193686672,,0.5496286115195081,0.2766812865497076,0.47497273057811173,0.3755730860330381
BeethovenPiano_Sonatas_1-1,P4-R,1,0.37946653246099643,0.37946653246099643,0.15802717664821336,,0.41644562334217505,,0.6942675159235668,0.44352343059416444
BeethovenPiano_Sonatas_1-1,P4-R-NP,1,0.37946653246099643,0.37946653246099643,0.15802717664821336,,0.41644562334217505,,0.6942675159235668,0.44352343059416444
BeethovenPiano_Sonatas_1-1,P4-L,1,0.37946653246099643,0.37946653246099643,0.2757926522395571,,0.726790450928382,,0.7043795620437956,0.21430150311405835
BeethovenPiano_Sonatas_1-1,P4-L-NP,1,0.37946653246099643,0.37946653246099643,0.2757926522395571,,0.726790450928382,,0.7043795620437956,0.21430150311405835
BeethovenPiano_Sonatas_10-1,P4-R,1,0.367003367003367,0.367003367003367,0.30707070707070705,,0.8366972477064221,0.2857142857142857,0.631578947368421,0.1900611620110092
BeethovenPiano_Sonatas_10-1,P4-R-NP,1,0.367003367003367,0.367003367003367,0.30707070707070705,,0.8366972477064221,0.2857142857142857,0.631578947368421,0.1901376146110092
BeethovenPiano_Sonatas_10-1,P4-L,1,0.367003367003367,0.367003367003367,0.2491582491582492,,0.6788990825688074,0.14285714285714285,0.5945945945945946,0.23631498464036696
BeethovenPiano_Sonatas_10-1,P4-L-NP,1,0.367003367003367,0.367003367003367,0.2491582491582492,,0.6788990825688074,0.14285714285714285,0.5945945945945946,0.23623853204220183
BeethovenPiano_Sonatas_21-3,P4-R,3,0.9681752307608122,0.9593579520477608,0.5825567845420598,0.0011494252873563218,0.6071585688448627,0.3393246187363834,0.5149527352834432,0.3170096891112312
BeethovenPiano_Sonatas_21-3,P4-R-NP,3,0.9681752307608122,0.9593579520477608,0.5825567845420598,0.0,0.6071585688448627,0.3393246187363834,0.5149527352834432,0.3170076153302693
BeethovenPiano_Sonatas_21-3,P4-L,3,0.9681752307608122,0.9593579520477608,0.6140678194539614,0.0,0.6400568786507356,0.4044662309368192,0.5217275132433644,0.3050492002118839
BeethovenPiano_Sonatas_21-3,P4-L-NP,3,0.9681752307608122,0.9593579520477608,0.6129642110347769,0.0,0.6388600797479015,0.3933551198257081,0.5207566894639544,0.3047176465969345
BeethovenPiano_Sonatas_28-1,P4-R,5,0.8948325722155559,0.8948325722155559,0.41199611957640736,0.0,0.46009460366107985,0.660133021630797,0.4792743218460851,0.42805759634835405
BeethovenPiano_Sonatas_28-1,P4-R-NP,5,0.8948325722155559,0.8948325722155559,0.41199611957640736,0.0,0.46009460366107985,0.660133021630797,0.4792743218460851,0.4280900053087747
BeethovenPiano_Sonatas_28-1,P4-L,5,0.8948325722155559,0.8948325722155559,0.3599350435148192,0.0,0.40180099033789646,0.3909343524521186,0.4748999346048759,0.474626798723373
