pitch,velocity,voice,onset_ql,beat_position,key_duration_ql,acoustic_duration_ql,pedal_extension_ql,next_voice_gap_ql,candidate_duration_ql,candidate_key_gap_ql,candidate_acoustic_gap_ql,candidate_crosses_barline,candidate_has_barline,candidate_has_next_onset,rule_probability,candidate_source,piece,hand,candidate_event_id,review_priority,label,label_source,auto_label_status,alignment_method,reference_part,reference_voice,reference_onset_ql,reference_duration_ql,reference_tie_start,reference_tie_stop,review_class,review_note
63,107,1,26.0,0.5,0.125,0.6953125,0.5703125,28.5,0.125,0.0,0.5703125,0,0,0,0.826101346,key-release-grid,ProkofievToccata,RH,ProkofievToccata:RH:63:26.000000:1,medium,1,reference-score,labeled,external,P1,1,23.5,0.25,0,0,,
63,107,1,26.0,0.5,0.125,0.6953125,0.5703125,28.5,0.666666667,0.541666667,0.028645833,0,0,0,0.478478075,pedal-acoustic-grid,ProkofievToccata,RH,ProkofievToccata:RH:63:26.000000:1,medium,0,reference-score,labeled,external,P1,1,23.5,0.25,0,0,,
63,107,1,26.0,0.5,0.125,0.6953125,0.5703125,28.5,0.75,0.625,0.0546875,0,0,0,0.434673853,pedal-acoustic-grid,ProkofievToccata,RH,ProkofievToccata:RH:63:26.000000:1,medium,0,reference-score,labeled,external,P1,1,23.5,0.25,0,0,,
63,107,1,26.0,0.5,0.125,0.6953125,0.5703125,28.5,2.0,1.875,1.3046875,0,1,0,0.108701766,barline,ProkofievToccata,RH,ProkofievToccata:RH:63:26.000000:1,medium,0,reference-score,labeled,external,P1,1,23.5,0.25,0,0,,
63,107,1,26.0,0.5,0.125,0.6953125,0.5703125,28.5,28.5,28.375,27.8046875,1,0,1,0.018835291,next-voice-onset,ProkofievToccata,RH,ProkofievToccata:RH:63:26.000000:1,medium,0,reference-score,labeled,external,P1,1,23.5,0.25,0,0,,
60,71,1,54.5,0.625,0.125,0.125,0.0,1.125,0.125,0.0,0.0,0,0,0,0.95,key-release-grid+pedal-acoustic-grid,ProkofievToccata,RH,ProkofievToccata:RH:60:54.500000:1,normal,,,reference-duration-not-candidate,external,P1,5,50.5,0.5,0,0,,
60,71,1,54.5,0.625,0.125,0.125,0.0,1.125,1.125,1.0,1.0,0,0,1,0.190033251,next-voice-onset,ProkofievToccata,RH,ProkofievToccata:RH:60:54.500000:1,normal,,,reference-duration-not-candidate,external,P1,5,50.5,0.5,0,0,,
61,72,1,55.625,0.90625,0.125,0.125,0.0,0.375,0.125,0.0,0.0,0,0,0,0.95,key-release-grid+pedal-acoustic-grid,ProkofievToccata,RH,ProkofievToccata:RH:61:55.625000:1,normal,0,reference-score,labeled,external,P1,5,51.5,0.5,0,0,,
61,72,1,55.625,0.90625,0.125,0.125,0.0,0.375,0.375,0.25,0.25,0,1,1,0.669776017,barline+next-voice-onset,ProkofievToccata,RH,ProkofievToccata:RH:61:55.625000:1,normal,1,reference-score,labeled,external,P1,5,51.5,0.5,0,0,,
62,85,1,56.0,0.0,0.125,0.125,0.0,1.625,0.125,0.0,0.0,0,0,0,0.95,key-release-grid+pedal-acoustic-grid,ProkofievToccata,RH,ProkofievToccata:RH:62:56.000000:1,normal,,,reference-duration-not-candidate,external,P1,5,52.0,0.5,0,0,,
62,85,1,56.0,0.0,0.125,0.125,0.0,1.625,1.625,1.5,1.5,0,0,1,0.09617567,next-voice-onset,ProkofievToccata,RH,ProkofievToccata:RH:62:56.000000:1,normal,,,reference-duration-not-candidate,external,P1,5,52.0,0.5,0,0,,
63,100,1,57.625,0.40625,0.125,0.125,0.0,0.875,0.125,0.0,0.0,0,0,0,0.95,key-release-grid+pedal-acoustic-grid,ProkofievToccata,RH,ProkofievToccata:RH:63:57.625000:1,normal,,,reference-duration-not-candidate,external,P1,5,53.5,0.5,0,0,,
