hand,pitch,start_ql,start_location,duration_ql,part_id,voice,tie_start,tie_stop
LH,54,1783.000000,m.595 beat 2.000,1.000000,P1,5,0,0
LH,59,1783.000000,m.595 beat 2.000,1.000000,P1,5,0,0
LH,54,1784.000000,m.595 beat 3.000,1.000000,P1,5,0,0
LH,59,1784.000000,m.595 beat 3.000,1.000000,P1,5,0,0
LH,54,1785.000000,m.596 beat 1.000,1.000000,P1,5,0,0
LH,59,1785.000000,m.596 beat 1.000,1.000000,P1,5,0,0
LH,54,1786.000000,m.596 beat 2.000,1.000000,P1,5,0,0
LH,59,1786.000000,m.596 beat 2.000,1.000000,P1,5,0,0
LH,54,1787.000000,m.596 beat 3.000,1.000000,P1,5,0,0
LH,59,1787.000000,m.596 beat 3.000,1.000000,P1,5,0,0
LH,54,1788.000000,m.597 beat 1.000,3.000000,P1,5,0,0
LH,59,1788.000000,m.597 beat 1.000,3.000000,P1,5,0,0
LH,54,1791.000000,m.598 beat 1.000,3.000000,P1,5,0,0
LH,59,1791.000000,m.598 beat 1.000,3.000000,P1,5,0,0
LH,54,1794.000000,m.599 beat 1.000,3.000000,P1,5,0,0
LH,59,1794.000000,m.599 beat 1.000,3.000000,P1,5,0,0
LH,54,1797.000000,m.600 beat 1.000,2.000000,P1,5,0,0
LH,35,1800.000000,m.601 beat 1.000,1.000000,P1,5,0,0
LH,42,1803.000000,m.602 beat 1.000,1.000000,P1,5,0,0
LH,50,1803.000000,m.602 beat 1.000,1.000000,P1,5,0,0
LH,35,1804.000000,m.602 beat 2.000,1.000000,P1,5,0,0
LH,42,1805.000000,m.602 beat 3.000,1.000000,P1,5,0,0
LH,50,1805.000000,m.602 beat 3.000,1.000000,P1,5,0,0
LH,35,1806.000000,m.603 beat 1.000,1.000000,P1,5,0,0
LH,42,1807.000000,m.603 beat 2.000,1.000000,P1,5,0,0
LH,50,1807.000000,m.603 beat 2.000,1.000000,P1,5,0,0
LH,35,1808.000000,m.603 beat 3.000,1.000000,P1,5,0,0
LH,42,1809.000000,m.604 beat 1.000,1.000000,P1,5,0,0
LH,50,1809.000000,m.604 beat 1.000,1.000000,P1,5,0,0
LH,35,1810.000000,m.604 beat 2.000,1.000000,P1,5,0,0
LH,42,1811.000000,m.604 beat 3.000,1.000000,P1,5,0,0
LH,50,1811.000000,m.604 beat 3.000,1.000000,P1,5,0,0
LH,35,1812.000000,m.605 beat 1.000,1.000000,P1,5,0,0
LH,42,1813.000000,m.605 beat 2.000,1.000000,P1,5,0,0
LH,50,1813.000000,m.605 beat 2.000,1.000000,P1,5,0,0
LH,35,1814.000000,m.605 beat 3.000,1.000000,P1,5,0,0
LH,42,1815.000000,m.606 beat 1.000,1.000000,P1,5,0,0
LH,50,1815.000000,m.606 beat 1.000,1.000000,P1,5,0,0
LH,35,1816.000000,m.606 beat 2.000,1.000000,P1,5,0,0
LH,58,1816.500000,m.606 beat 2.500,0.500000,P1,1,0,0
LH,42,1817.000000,m.606 beat 3.000,1.000000,P1,5,0,0
LH,50,1817.000000,m.606 beat 3.000,1.000000,P1,5,0,0
LH,59,1817.500000,m.606 beat 3.500,0.500000,P1,1,0,0
LH,35,1818.000000,m.607 beat 1.000,1.000000,P1,5,0,0
LH,59,1818.500000,m.607 beat 1.500,0.500000,P1,1,0,0
LH,42,1819.000000,m.607 beat 2.000,1.000000,P1,5,0,0
LH,50,1819.000000,m.607 beat 2.000,1.000000,P1,5,0,0
LH,53,1819.500000,m.607 beat 2.500,0.500000,P1,1,0,0
LH,35,1820.000000,m.607 beat 3.000,1.000000,P1,5,0,0
LH,54,1820.500000,m.607 beat 3.500,0.500000,P1,1,0,0
LH,42,1821.000000,m.608 beat 1.000,1.000000,P1,5,0,0
LH,50,1821.000000,m.608 beat 1.000,1.000000,P1,5,0,0
LH,59,1821.500000,m.608 beat 1.500,0.500000,P1,1,0,0
LH,35,1822.000000,m.608 beat 2.000,1.000000,P1,5,0,0
LH,53,1822.500000,m.608 beat 2.500,0.500000,P1,1,0,0
LH,42,1823.000000,m.608 beat 3.000,1.000000,P1,5,0,0
LH,50,1823.000000,m.608 beat 3.000,1.000000,P1,5,0,0
LH,54,1823.500000,m.608 beat 3.500,0.500000,P1,1,0,0
RH,62,1783.000000,m.595 beat 2.000,1.000000,P1,5,0,0
RH,65,1783.000000,m.595 beat 2.000,1.000000,P1,5,0,0
RH,67,1783.000000,m.595 beat 2.000,1.000000,P1,5,0,0
RH,77,1783.000000,m.595 beat 2.000,1.000000,P1,1,0,0
RH,79,1783.000000,m.595 beat 2.000,1.000000,P1,1,0,0
