hand,pitch,start_ql,start_location,duration_ql,part_id,voice,tie_start,tie_stop
LH,42,240.000000,m.61 beat 1.000,4.000000,P1,5,0,0
LH,47,240.000000,m.61 beat 1.000,4.000000,P1,5,0,0
LH,50,240.000000,m.61 beat 1.000,4.000000,P1,5,0,0
LH,54,240.000000,m.61 beat 1.000,4.000000,P1,5,0,0
LH,59,240.000000,m.61 beat 1.000,4.000000,P1,1,0,0
LH,23,241.000000,m.61 beat 2.000,2.000000,P1,6,0,0
LH,35,241.000000,m.61 beat 2.000,2.000000,P1,6,0,0
LH,23,243.000000,m.61 beat 4.000,1.000000,P1,6,0,0
LH,35,243.000000,m.61 beat 4.000,1.000000,P1,6,0,0
RH,62,240.000000,m.61 beat 1.000,4.000000,P1,1,0,0
RH,66,240.000000,m.61 beat 1.000,4.000000,P1,1,0,0
