segment_id,piece,composer,title,event_id,hand,pitch,onset_ql,onset_location,voice,key_duration_ql,acoustic_duration_ql,pedal_extension_ql,next_voice_gap_ql,review_priority,reference_part,reference_voice,reference_onset_ql,reference_duration_ql,reference_tie_start,reference_tie_stop,auto_label_status,candidate_durations,candidate_sources,acoustic_sustain,performance_pedal_action,published_score_pedal,notation_decision,review_class,review_note
Rachmaninoff_Preludes_op_32_10_61,RachmaninoffPreludes_op_32_10,Rachmaninoff,Preludes_op_32_10,RachmaninoffPreludes_op_32_10:LH:21:247.500000:3,LH,21,247.500000,m.62 beat 4.500,3,0.125,0.125,0.0,26.375,normal,,,,,,,unmatched,0.125000;0.500000;26.375000,barline;key-release-grid+pedal-acoustic-grid;next-voice-onset,,,,,,
Rachmaninoff_Preludes_op_32_10_61,RachmaninoffPreludes_op_32_10,Rachmaninoff,Preludes_op_32_10,RachmaninoffPreludes_op_32_10:LH:23:247.500000:1,LH,23,247.500000,m.62 beat 4.500,1,0.25,5.34375,5.09375,12.5,medium,,,,,,,unmatched,0.250000;0.333333;0.500000;5.250000;5.333333;5.375000;12.500000,barline;key-release-grid;next-voice-onset;pedal-acoustic-grid,,,,,,
Rachmaninoff_Preludes_op_32_10_61,RachmaninoffPreludes_op_32_10,Rachmaninoff,Preludes_op_32_10,RachmaninoffPreludes_op_32_10:LH:30:242.000000:1,LH,30,242.000000,m.61 beat 3.000,1,0.125,0.125,0.0,0.125,normal,,,,,,,unmatched,0.125000,key-release-grid+next-voice-onset+pedal-acoustic-grid,,,,,,
Rachmaninoff_Preludes_op_32_10_61,RachmaninoffPreludes_op_32_10,Rachmaninoff,Preludes_op_32_10,RachmaninoffPreludes_op_32_10:LH:30:252.875000:4,LH,30,252.875000,m.64 beat 1.875,4,0.25,3.526041667,3.276041667,3.875,medium,,,,,,,unmatched,0.250000;0.333333;3.125000;3.500000;3.666667;3.875000,barline;key-release-grid;next-voice-onset;pedal-acoustic-grid,,,,,,
Rachmaninoff_Preludes_op_32_10_61,RachmaninoffPreludes_op_32_10,Rachmaninoff,Preludes_op_32_10,RachmaninoffPreludes_op_32_10:LH:35:247.500000:1,LH,35,247.500000,m.62 beat 4.500,1,0.25,5.34375,5.09375,12.5,medium,,,,,,,unmatched,0.250000;0.333333;0.500000;5.250000;5.333333;5.375000;12.500000,barline;key-release-grid;next-voice-onset;pedal-acoustic-grid,,,,,,
Rachmaninoff_Preludes_op_32_10_61,RachmaninoffPreludes_op_32_10,Rachmaninoff,Preludes_op_32_10,RachmaninoffPreludes_op_32_10:LH:41:242.125000:1,LH,41,242.125000,m.61 beat 3.125,1,0.125,5.294270833,5.169270833,0.875,medium,,,,,,,unmatched,0.125000;0.875000,key-release-grid;next-voice-onset,,,,,,
Rachmaninoff_Preludes_op_32_10_61,RachmaninoffPreludes_op_32_10,Rachmaninoff,Preludes_op_32_10,RachmaninoffPreludes_op_32_10:LH:42:242.000000:1,LH,42,242.000000,m.61 beat 3.000,1,0.125,0.125,0.0,0.125,normal,,,,,,,unmatched,0.125000,key-release-grid+next-voice-onset+pedal-acoustic-grid,,,,,,
Rachmaninoff_Preludes_op_32_10_61,RachmaninoffPreludes_op_32_10,Rachmaninoff,Preludes_op_32_10,RachmaninoffPreludes_op_32_10:LH:42:252.875000:4,LH,42,252.875000,m.64 beat 1.875,4,0.25,3.526041667,3.276041667,3.875,medium,,,,,,,unmatched,0.250000;0.333333;3.125000;3.500000;3.666667;3.875000,barline;key-release-grid;next-voice-onset;pedal-acoustic-grid,,,,,,
Rachmaninoff_Preludes_op_32_10_61,RachmaninoffPreludes_op_32_10,Rachmaninoff,Preludes_op_32_10,RachmaninoffPreludes_op_32_10:LH:45:246.666667:3,LH,45,246.666667,m.62 beat 3.667,3,0.125,0.752604167,0.627604167,0.833333333,medium,,,,,,,unmatched,0.125000;0.666667;0.750000;0.833333,key-release-grid;next-voice-onset;pedal-acoustic-grid,,,,,,
Rachmaninoff_Preludes_op_32_10_61,RachmaninoffPreludes_op_32_10,Rachmaninoff,Preludes_op_32_10,RachmaninoffPreludes_op_32_10:LH:47:246.750000:1,LH,47,246.750000,m.62 beat 3.750,1,0.125,0.669270833,0.544270833,0.75,medium,,,,,,,unmatched,0.125000;0.625000;0.666667;0.750000,key-release-grid;next-voice-onset+pedal-acoustic-grid;pedal-acoustic-grid,,,,,,
