segment_id,piece,composer,title,event_id,hand,pitch,onset_ql,onset_location,voice,key_duration_ql,acoustic_duration_ql,pedal_extension_ql,next_voice_gap_ql,review_priority,reference_part,reference_voice,reference_onset_ql,reference_duration_ql,reference_tie_start,reference_tie_stop,auto_label_status,candidate_durations,candidate_sources,acoustic_sustain,performance_pedal_action,published_score_pedal,notation_decision,review_class,review_note
Haydn_Keyboard_Sonatas_32-1_28,HaydnKeyboard_Sonatas_32-1,Haydn,Keyboard_Sonatas_32-1,HaydnKeyboard_Sonatas_32-1:LH:38:86.000000:2,LH,38,86.000000,m.29 beat 3.000,2,0.25,0.25,0.0,0.25,normal,P1,5,52.0,0.5,0,0,reference-duration-not-candidate,0.250000,key-release-grid+next-voice-onset+pedal-acoustic-grid,,,,,,
Haydn_Keyboard_Sonatas_32-1_28,HaydnKeyboard_Sonatas_32-1,Haydn,Keyboard_Sonatas_32-1,HaydnKeyboard_Sonatas_32-1:LH:38:92.333333:2,LH,38,92.333333,m.31 beat 3.333,2,0.333333333,1.1125,0.779166667,-1.0,medium,P1,5,56.0,0.5,0,0,labeled,0.250000;0.333333;0.375000;0.666667;1.000000;1.125000,barline;key-release-grid;pedal-acoustic-grid,,,,,,
Haydn_Keyboard_Sonatas_32-1_28,HaydnKeyboard_Sonatas_32-1,Haydn,Keyboard_Sonatas_32-1,HaydnKeyboard_Sonatas_32-1:LH:42:86.125000:3,LH,42,86.125000,m.29 beat 3.125,3,0.25,0.972916667,0.722916667,1.625,medium,P1,5,52.0,0.5,0,0,reference-duration-not-candidate,0.250000;0.333333;0.875000;1.000000;1.625000,barline;key-release-grid;next-voice-onset;pedal-acoustic-grid,,,,,,
Haydn_Keyboard_Sonatas_32-1_28,HaydnKeyboard_Sonatas_32-1,Haydn,Keyboard_Sonatas_32-1,HaydnKeyboard_Sonatas_32-1:LH:42:92.375000:4,LH,42,92.375000,m.31 beat 3.375,4,0.25,1.070833333,0.820833333,2.625,medium,P1,5,56.0,0.5,0,0,labeled,0.250000;0.333333;0.625000;1.000000;1.125000;2.625000,barline;key-release-grid;next-voice-onset;pedal-acoustic-grid,,,,,,
Haydn_Keyboard_Sonatas_32-1_28,HaydnKeyboard_Sonatas_32-1,Haydn,Keyboard_Sonatas_32-1,HaydnKeyboard_Sonatas_32-1:LH:45:86.125000:3,LH,45,86.125000,m.29 beat 3.125,3,0.25,0.972916667,0.722916667,1.625,medium,P1,5,52.0,0.5,0,0,reference-duration-not-candidate,0.250000;0.333333;0.875000;1.000000;1.625000,barline;key-release-grid;next-voice-onset;pedal-acoustic-grid,,,,,,
Haydn_Keyboard_Sonatas_32-1_28,HaydnKeyboard_Sonatas_32-1,Haydn,Keyboard_Sonatas_32-1,HaydnKeyboard_Sonatas_32-1:LH:45:92.333333:3,LH,45,92.333333,m.31 beat 3.333,3,0.25,1.1125,0.8625,1.916666667,medium,P1,5,56.0,0.5,0,0,reference-duration-not-candidate,0.250000;0.333333;0.666667;1.000000;1.125000;1.916667,barline;key-release-grid;next-voice-onset;pedal-acoustic-grid,,,,,,
Haydn_Keyboard_Sonatas_32-1_28,HaydnKeyboard_Sonatas_32-1,Haydn,Keyboard_Sonatas_32-1,HaydnKeyboard_Sonatas_32-1:LH:50:81.125000:2,LH,50,81.125000,m.28 beat 1.125,2,4.5,5.016666667,0.516666667,4.875,medium,,,,,,,unmatched,2.875000;4.500000;4.666667;4.875000,barline;key-release-grid;next-voice-onset,,,,,,
Haydn_Keyboard_Sonatas_32-1_28,HaydnKeyboard_Sonatas_32-1,Haydn,Keyboard_Sonatas_32-1,HaydnKeyboard_Sonatas_32-1:LH:50:86.250000:2,LH,50,86.250000,m.29 beat 3.250,2,0.125,0.847916667,0.722916667,0.75,medium,P1,5,52.0,0.5,0,0,reference-duration-not-candidate,0.125000;0.750000,barline+next-voice-onset+pedal-acoustic-grid;key-release-grid,,,,,,
Haydn_Keyboard_Sonatas_32-1_28,HaydnKeyboard_Sonatas_32-1,Haydn,Keyboard_Sonatas_32-1,HaydnKeyboard_Sonatas_32-1:LH:50:87.000000:2,LH,50,87.000000,m.30 beat 1.000,2,4.5,5.339583333,0.839583333,5.333333333,medium,,,,,,,unmatched,3.000000;4.500000;4.666667;5.250000;5.333333,barline;key-release-grid;next-voice-onset+pedal-acoustic-grid;pedal-acoustic-grid,,,,,,
Haydn_Keyboard_Sonatas_32-1_28,HaydnKeyboard_Sonatas_32-1,Haydn,Keyboard_Sonatas_32-1,HaydnKeyboard_Sonatas_32-1:LH:50:92.333333:1,LH,50,92.333333,m.31 beat 3.333,1,0.5,1.1125,0.6125,1.166666667,medium,P1,5,56.0,0.5,0,0,labeled,0.500000;0.666667;1.000000;1.125000;1.166667,barline+key-release-grid;key-release-grid;next-voice-onset;pedal-acoustic-grid,,,,,,
Haydn_Keyboard_Sonatas_32-1_28,HaydnKeyboard_Sonatas_32-1,Haydn,Keyboard_Sonatas_32-1,HaydnKeyboard_Sonatas_32-1:LH:52:81.875000:3,LH,52,81.875000,m.28 beat 1.875,3,0.375,0.677083333,0.302083333,0.75,medium,P1,5,49.0,0.5,0,0,ambiguous-candidate,0.333333;0.375000;0.500000;0.625000;0.666667;0.750000,key-release-grid;next-voice-onset+pedal-acoustic-grid;pedal-acoustic-grid,,,,,,
Haydn_Keyboard_Sonatas_32-1_28,HaydnKeyboard_Sonatas_32-1,Haydn,Keyboard_Sonatas_32-1,HaydnKeyboard_Sonatas_32-1:LH:52:87.750000:3,LH,52,87.750000,m.30 beat 1.750,3,0.375,0.766666667,0.391666667,0.75,medium,P1,5,53.0,0.5,0,0,ambiguous-candidate,0.333333;0.375000;0.500000;0.666667;0.750000,key-release-grid;next-voice-onset+pedal-acoustic-grid;pedal-acoustic-grid,,,,,,
Haydn_Keyboard_Sonatas_32-1_28,HaydnKeyboard_Sonatas_32-1,Haydn,Keyboard_Sonatas_32-1,HaydnKeyboard_Sonatas_32-1:LH:54:82.625000:3,LH,54,82.625000,m.28 beat 2.625,3,0.333333333,0.652083333,0.31875,0.708333333,medium,P1,5,49.5,0.5,0,0,ambiguous-candidate,0.250000;0.333333;0.375000;0.625000;0.666667;0.708333,key-release-grid;next-voice-onset;pedal-acoustic-grid,,,,,,
Haydn_Keyboard_Sonatas_32-1_28,HaydnKeyboard_Sonatas_32-1,Haydn,Keyboard_Sonatas_32-1,HaydnKeyboard_Sonatas_32-1:LH:54:84.125000:3,LH,54,84.125000,m.29 beat 1.125,3,0.333333333,0.645833333,0.3125,0.625,medium,P1,5,50.5,0.5,0,0,ambiguous-candidate,0.250000;0.333333;0.375000;0.625000,key-release-grid;next-voice-onset+pedal-acoustic-grid,,,,,,
Haydn_Keyboard_Sonatas_32-1_28,HaydnKeyboard_Sonatas_32-1,Haydn,Keyboard_Sonatas_32-1,HaydnKeyboard_Sonatas_32-1:LH:54:88.500000:3,LH,54,88.500000,m.30 beat 2.500,3,0.375,0.775,0.4,0.75,medium,P1,5,53.5,0.5,0,0,ambiguous-candidate,0.333333;0.375000;0.500000;0.666667;0.750000,key-release-grid;next-voice-onset+pedal-acoustic-grid;pedal-acoustic-grid,,,,,,
Haydn_Keyboard_Sonatas_32-1_28,HaydnKeyboard_Sonatas_32-1,Haydn,Keyboard_Sonatas_32-1,HaydnKeyboard_Sonatas_32-1:LH:54:90.000000:3,LH,54,90.000000,m.31 beat 1.000,3,0.375,0.69375,0.31875,0.666666667,medium,P1,5,54.5,0.5,0,0,ambiguous-candidate,0.333333;0.375000;0.500000;0.666667,key-release-grid;next-voice-onset+pedal-acoustic-grid,,,,,,
Haydn_Keyboard_Sonatas_32-1_28,HaydnKeyboard_Sonatas_32-1,Haydn,Keyboard_Sonatas_32-1,HaydnKeyboard_Sonatas_32-1:LH:55:83.333333:3,LH,55,83.333333,m.28 beat 3.333,3,0.25,0.708333333,0.458333333,0.791666667,medium,P1,5,50.0,0.5,0,0,reference-duration-not-candidate,0.250000;0.333333;0.666667;0.750000;0.791667,barline+pedal-acoustic-grid;key-release-grid;next-voice-onset;pedal-acoustic-grid,,,,,,
Haydn_Keyboard_Sonatas_32-1_28,HaydnKeyboard_Sonatas_32-1,Haydn,Keyboard_Sonatas_32-1,HaydnKeyboard_Sonatas_32-1:LH:55:84.750000:3,LH,55,84.750000,m.29 beat 1.750,3,0.375,0.660416667,0.285416667,0.75,medium,P1,5,51.0,0.5,0,0,ambiguous-candidate,0.333333;0.375000;0.500000;0.625000;0.666667;0.750000,key-release-grid;next-voice-onset+pedal-acoustic-grid;pedal-acoustic-grid,,,,,,
Haydn_Keyboard_Sonatas_32-1_28,HaydnKeyboard_Sonatas_32-1,Haydn,Keyboard_Sonatas_32-1,HaydnKeyboard_Sonatas_32-1:LH:55:89.250000:3,LH,55,89.250000,m.30 beat 3.250,3,0.333333333,0.754166667,0.420833333,0.75,medium,P1,5,54.0,0.5,0,0,labeled,0.250000;0.333333;0.375000;0.666667;0.750000,barline+next-voice-onset+pedal-acoustic-grid;key-release-grid;pedal-acoustic-grid,,,,,,
Haydn_Keyboard_Sonatas_32-1_28,HaydnKeyboard_Sonatas_32-1,Haydn,Keyboard_Sonatas_32-1,HaydnKeyboard_Sonatas_32-1:LH:55:90.666667:3,LH,55,90.666667,m.31 beat 1.667,3,0.375,0.710416667,0.335416667,0.708333333,medium,P1,5,55.0,0.5,0,0,ambiguous-candidate,0.333333;0.375000;0.500000;0.666667;0.708333,key-release-grid;next-voice-onset;pedal-acoustic-grid,,,,,,
Haydn_Keyboard_Sonatas_32-1_28,HaydnKeyboard_Sonatas_32-1,Haydn,Keyboard_Sonatas_32-1,HaydnKeyboard_Sonatas_32-1:LH:59:85.500000:3,LH,59,85.500000,m.29 beat 2.500,3,0.125,0.641666667,0.516666667,0.625,medium,P1,5,51.5,0.5,0,0,labeled,0.125000;0.625000,key-release-grid;next-voice-onset+pedal-acoustic-grid,,,,,,
Haydn_Keyboard_Sonatas_32-1_28,HaydnKeyboard_Sonatas_32-1,Haydn,Keyboard_Sonatas_32-1,HaydnKeyboard_Sonatas_32-1:LH:59:91.375000:3,LH,59,91.375000,m.31 beat 2.375,3,0.125,0.964583333,0.839583333,0.958333333,medium,P1,5,55.5,0.5,0,0,reference-duration-not-candidate,0.125000;0.958333,key-release-grid;next-voice-onset,,,,,,
Haydn_Keyboard_Sonatas_32-1_28,HaydnKeyboard_Sonatas_32-1,Haydn,Keyboard_Sonatas_32-1,HaydnKeyboard_Sonatas_32-1:RH:62:81.500000:2,RH,62,81.500000,m.28 beat 1.500,2,0.125,0.4,0.275,0.75,medium,P1,1,48.75,0.25,0,0,ambiguous-candidate,0.125000;0.333333;0.375000;0.500000;0.750000,key-release-grid;next-voice-onset;pedal-acoustic-grid,,,,,,
Haydn_Keyboard_Sonatas_32-1_28,HaydnKeyboard_Sonatas_32-1,Haydn,Keyboard_Sonatas_32-1,HaydnKeyboard_Sonatas_32-1:RH:62:82.250000:2,RH,62,82.250000,m.28 beat 2.250,2,0.125,0.302083333,0.177083333,0.75,normal,P1,1,49.25,0.25,0,0,ambiguous-candidate,0.125000;0.250000;0.333333;0.750000,key-release-grid;next-voice-onset;pedal-acoustic-grid,,,,,,
Haydn_Keyboard_Sonatas_32-1_28,HaydnKeyboard_Sonatas_32-1,Haydn,Keyboard_Sonatas_32-1,HaydnKeyboard_Sonatas_32-1:RH:62:83.000000:2,RH,62,83.000000,m.28 beat 3.000,2,0.125,0.277083333,0.152083333,0.75,normal,P1,1,49.75,0.25,0,0,ambiguous-candidate,0.125000;0.250000;0.333333;0.750000,key-release-grid;next-voice-onset;pedal-acoustic-grid,,,,,,
Haydn_Keyboard_Sonatas_32-1_28,HaydnKeyboard_Sonatas_32-1,Haydn,Keyboard_Sonatas_32-1,HaydnKeyboard_Sonatas_32-1:RH:62:83.750000:2,RH,62,83.750000,m.28 beat 3.750,2,0.125,0.291666667,0.166666667,0.625,normal,P1,1,50.25,0.25,0,0,ambiguous-candidate,0.125000;0.250000;0.333333;0.625000,barline+pedal-acoustic-grid;key-release-grid;next-voice-onset;pedal-acoustic-grid,,,,,,
Haydn_Keyboard_Sonatas_32-1_28,HaydnKeyboard_Sonatas_32-1,Haydn,Keyboard_Sonatas_32-1,HaydnKeyboard_Sonatas_32-1:RH:62:84.375000:2,RH,62,84.375000,m.29 beat 1.375,2,0.125,0.395833333,0.270833333,0.875,medium,P1,1,50.75,0.25,0,0,ambiguous-candidate,0.125000;0.333333;0.375000;0.500000;0.875000,key-release-grid;next-voice-onset;pedal-acoustic-grid,,,,,,
Haydn_Keyboard_Sonatas_32-1_28,HaydnKeyboard_Sonatas_32-1,Haydn,Keyboard_Sonatas_32-1,HaydnKeyboard_Sonatas_32-1:RH:62:85.250000:2,RH,62,85.250000,m.29 beat 2.250,2,0.25,0.891666667,0.641666667,0.25,medium,P1,1,51.25,0.25,0,0,labeled,0.250000,key-release-grid+next-voice-onset,,,,,,
Haydn_Keyboard_Sonatas_32-1_28,HaydnKeyboard_Sonatas_32-1,Haydn,Keyboard_Sonatas_32-1,HaydnKeyboard_Sonatas_32-1:RH:62:85.875000:2,RH,62,85.875000,m.29 beat 2.875,2,0.25,0.266666667,0.016666667,0.458333333,normal,P1,1,51.75,0.25,0,0,ambiguous-candidate,0.250000;0.333333;0.458333,key-release-grid+pedal-acoustic-grid;next-voice-onset,,,,,,
Haydn_Keyboard_Sonatas_32-1_28,HaydnKeyboard_Sonatas_32-1,Haydn,Keyboard_Sonatas_32-1,HaydnKeyboard_Sonatas_32-1:RH:62:86.625000:1,RH,62,86.625000,m.29 beat 3.625,1,0.625,0.625,0.0,0.875,normal,P1,1,52.25,0.25,0,0,labeled,0.375000;0.500000;0.625000;0.666667;0.875000,barline;key-release-grid+pedal-acoustic-grid;next-voice-onset,,,,,,
Haydn_Keyboard_Sonatas_32-1_28,HaydnKeyboard_Sonatas_32-1,Haydn,Keyboard_Sonatas_32-1,HaydnKeyboard_Sonatas_32-1:RH:62:87.500000:1,RH,62,87.500000,m.30 beat 1.500,1,0.25,0.320833333,0.070833333,0.625,normal,P1,1,52.75,0.25,0,0,ambiguous-candidate,0.250000;0.333333;0.375000;0.625000,key-release-grid+pedal-acoustic-grid;next-voice-onset;pedal-acoustic-grid,,,,,,
Haydn_Keyboard_Sonatas_32-1_28,HaydnKeyboard_Sonatas_32-1,Haydn,Keyboard_Sonatas_32-1,HaydnKeyboard_Sonatas_32-1:RH:62:88.125000:1,RH,62,88.125000,m.30 beat 2.125,1,0.25,0.391666667,0.141666667,0.75,normal,P1,1,53.25,0.25,0,0,ambiguous-candidate,0.250000;0.333333;0.375000;0.500000;0.750000,key-release-grid;key-release-grid+pedal-acoustic-grid;next-voice-onset;pedal-acoustic-grid,,,,,,
Haydn_Keyboard_Sonatas_32-1_28,HaydnKeyboard_Sonatas_32-1,Haydn,Keyboard_Sonatas_32-1,HaydnKeyboard_Sonatas_32-1:RH:62:88.875000:1,RH,62,88.875000,m.30 beat 2.875,1,0.25,0.4,0.15,0.75,normal,P1,1,53.75,0.25,0,0,ambiguous-candidate,0.250000;0.333333;0.375000;0.500000;0.750000,key-release-grid;key-release-grid+pedal-acoustic-grid;next-voice-onset;pedal-acoustic-grid,,,,,,
Haydn_Keyboard_Sonatas_32-1_28,HaydnKeyboard_Sonatas_32-1,Haydn,Keyboard_Sonatas_32-1,HaydnKeyboard_Sonatas_32-1:RH:62:89.625000:1,RH,62,89.625000,m.30 beat 3.625,1,0.25,0.379166667,0.129166667,0.708333333,normal,P1,1,54.25,0.25,0,0,ambiguous-candidate,0.250000;0.333333;0.375000;0.500000;0.708333,barline+pedal-acoustic-grid;key-release-grid;key-release-grid+pedal-acoustic-grid;next-voice-onset;pedal-acoustic-grid,,,,,,
Haydn_Keyboard_Sonatas_32-1_28,HaydnKeyboard_Sonatas_32-1,Haydn,Keyboard_Sonatas_32-1,HaydnKeyboard_Sonatas_32-1:RH:62:90.333333:1,RH,62,90.333333,m.31 beat 1.333,1,0.125,0.360416667,0.235416667,0.666666667,normal,P1,1,54.75,0.25,0,0,ambiguous-candidate,0.125000;0.250000;0.333333;0.375000;0.666667,key-release-grid;next-voice-onset;pedal-acoustic-grid,,,,,,
Haydn_Keyboard_Sonatas_32-1_28,HaydnKeyboard_Sonatas_32-1,Haydn,Keyboard_Sonatas_32-1,HaydnKeyboard_Sonatas_32-1:RH:62:91.000000:1,RH,62,91.000000,m.31 beat 2.000,1,0.25,0.377083333,0.127083333,0.75,normal,P1,1,55.25,0.25,0,0,ambiguous-candidate,0.250000;0.333333;0.375000;0.500000;0.750000,key-release-grid;key-release-grid+pedal-acoustic-grid;next-voice-onset;pedal-acoustic-grid,,,,,,
Haydn_Keyboard_Sonatas_32-1_28,HaydnKeyboard_Sonatas_32-1,Haydn,Keyboard_Sonatas_32-1,HaydnKeyboard_Sonatas_32-1:RH:62:91.750000:1,RH,62,91.750000,m.31 beat 2.750,1,0.25,0.589583333,0.339583333,0.916666667,medium,P1,1,55.75,0.25,0,0,ambiguous-candidate,0.250000;0.333333;0.500000;0.625000;0.666667;0.916667,key-release-grid;next-voice-onset;pedal-acoustic-grid,,,,,,
Haydn_Keyboard_Sonatas_32-1_28,HaydnKeyboard_Sonatas_32-1,Haydn,Keyboard_Sonatas_32-1,HaydnKeyboard_Sonatas_32-1:RH:62:92.666667:1,RH,62,92.666667,m.31 beat 3.667,1,0.666666667,0.779166667,0.1125,1.208333333,normal,P1,1,56.25,0.25,0,0,labeled,0.333333;0.625000;0.666667;0.750000;1.208333,barline;key-release-grid;key-release-grid+pedal-acoustic-grid;next-voice-onset,,,,,,
Haydn_Keyboard_Sonatas_32-1_28,HaydnKeyboard_Sonatas_32-1,Haydn,Keyboard_Sonatas_32-1,HaydnKeyboard_Sonatas_32-1:RH:66:86.333333:2,RH,66,86.333333,m.29 beat 3.333,2,0.333333333,0.764583333,0.43125,0.666666667,medium,P1,1,52.0,0.25,0,0,ambiguous-candidate,0.250000;0.333333;0.375000;0.666667,barline+next-voice-onset+pedal-acoustic-grid;key-release-grid,,,,,,
Haydn_Keyboard_Sonatas_32-1_28,HaydnKeyboard_Sonatas_32-1,Haydn,Keyboard_Sonatas_32-1,HaydnKeyboard_Sonatas_32-1:RH:66:92.125000:2,RH,66,92.125000,m.31 beat 3.125,2,0.5,1.320833333,0.820833333,1.208333333,medium,P1,1,56.0,0.25,0,0,reference-duration-not-candidate,0.500000;0.666667;0.875000;1.208333,barline;key-release-grid;next-voice-onset,,,,,,
Haydn_Keyboard_Sonatas_32-1_28,HaydnKeyboard_Sonatas_32-1,Haydn,Keyboard_Sonatas_32-1,HaydnKeyboard_Sonatas_32-1:RH:67:85.500000:2,RH,67,85.500000,m.29 beat 2.500,2,0.333333333,0.641666667,0.308333333,0.375,medium,P1,1,51.5,0.25,0,0,ambiguous-candidate,0.250000;0.333333;0.375000,key-release-grid;key-release-grid+next-voice-onset,,,,,,
Haydn_Keyboard_Sonatas_32-1_28,HaydnKeyboard_Sonatas_32-1,Haydn,Keyboard_Sonatas_32-1,HaydnKeyboard_Sonatas_32-1:RH:67:91.375000:2,RH,67,91.375000,m.31 beat 2.375,2,0.375,0.964583333,0.589583333,0.75,medium,P1,1,55.5,0.25,0,0,ambiguous-candidate,0.333333;0.375000;0.500000;0.750000,key-release-grid;next-voice-onset,,,,,,
Haydn_Keyboard_Sonatas_32-1_28,HaydnKeyboard_Sonatas_32-1,Haydn,Keyboard_Sonatas_32-1,HaydnKeyboard_Sonatas_32-1:RH:70:84.125000:1,RH,70,84.125000,m.29 beat 1.125,1,0.375,0.645833333,0.270833333,0.625,medium,P1,1,50.5,0.25,0,0,ambiguous-candidate,0.333333;0.375000;0.500000;0.625000,key-release-grid;next-voice-onset+pedal-acoustic-grid,,,,,,
Haydn_Keyboard_Sonatas_32-1_28,HaydnKeyboard_Sonatas_32-1,Haydn,Keyboard_Sonatas_32-1,HaydnKeyboard_Sonatas_32-1:RH:70:90.000000:2,RH,70,90.000000,m.31 beat 1.000,2,0.375,0.69375,0.31875,0.666666667,medium,P1,1,54.5,0.25,0,0,ambiguous-candidate,0.333333;0.375000;0.500000;0.666667,key-release-grid;next-voice-onset+pedal-acoustic-grid,,,,,,
Haydn_Keyboard_Sonatas_32-1_28,HaydnKeyboard_Sonatas_32-1,Haydn,Keyboard_Sonatas_32-1,HaydnKeyboard_Sonatas_32-1:RH:71:83.333333:1,RH,71,83.333333,m.28 beat 3.333,1,0.375,0.708333333,0.333333333,0.791666667,medium,P1,1,50.0,0.25,0,0,ambiguous-candidate,0.333333;0.375000;0.500000;0.666667;0.750000;0.791667,barline+pedal-acoustic-grid;key-release-grid;next-voice-onset;pedal-acoustic-grid,,,,,,
Haydn_Keyboard_Sonatas_32-1_28,HaydnKeyboard_Sonatas_32-1,Haydn,Keyboard_Sonatas_32-1,HaydnKeyboard_Sonatas_32-1:RH:71:84.750000:1,RH,71,84.750000,m.29 beat 1.750,1,0.375,0.660416667,0.285416667,1.875,medium,P1,1,51.0,0.25,0,0,ambiguous-candidate,0.333333;0.375000;0.500000;0.625000;0.666667;0.750000;1.875000,key-release-grid;next-voice-onset;pedal-acoustic-grid,,,,,,
