pitch,velocity,voice,onset_ql,beat_position,key_duration_ql,acoustic_duration_ql,pedal_extension_ql,next_voice_gap_ql,candidate_duration_ql,candidate_key_gap_ql,candidate_acoustic_gap_ql,candidate_crosses_barline,candidate_has_barline,candidate_has_next_onset,rule_probability,candidate_source,piece,hand,candidate_event_id,review_priority,label,label_source,auto_label_status,alignment_method,reference_part,reference_voice,reference_onset_ql,reference_duration_ql,reference_tie_start,reference_tie_stop,review_class,review_note
76,66,1,3.0,0.75,1.25,2.354166667,1.104166667,2.0,1.25,0.0,1.104166667,1,0,0,0.721816123,key-release-grid,RachmaninoffPreludes_op_32_10,RH,RachmaninoffPreludes_op_32_10:RH:76:3.000000:1,medium,,,unmatched,external,,,,,,,,
76,66,1,3.0,0.75,1.25,2.354166667,1.104166667,2.0,1.333333333,0.083333333,1.020833334,1,0,0,0.627193173,key-release-grid,RachmaninoffPreludes_op_32_10,RH,RachmaninoffPreludes_op_32_10:RH:76:3.000000:1,medium,,,unmatched,external,,,,,,,,
76,66,1,3.0,0.75,1.25,2.354166667,1.104166667,2.0,1.0,0.25,1.354166667,0,1,0,0.513799381,barline,RachmaninoffPreludes_op_32_10,RH,RachmaninoffPreludes_op_32_10:RH:76:3.000000:1,medium,,,unmatched,external,,,,,,,,
76,66,1,3.0,0.75,1.25,2.354166667,1.104166667,2.0,2.0,0.75,0.354166667,1,0,1,0.31985484,next-voice-onset,RachmaninoffPreludes_op_32_10,RH,RachmaninoffPreludes_op_32_10:RH:76:3.000000:1,medium,,,unmatched,external,,,,,,,,
71,44,2,3.125,0.78125,1.625,2.229166667,0.604166667,2.0,1.625,0.0,0.604166667,1,0,0,0.773265099,key-release-grid,RachmaninoffPreludes_op_32_10,RH,RachmaninoffPreludes_op_32_10:RH:71:3.125000:2,medium,,,unmatched,external,,,,,,,,
71,44,2,3.125,0.78125,1.625,2.229166667,0.604166667,2.0,1.666666667,0.041666667,0.5625,1,0,0,0.726402004,key-release-grid,RachmaninoffPreludes_op_32_10,RH,RachmaninoffPreludes_op_32_10:RH:71:3.125000:2,medium,,,unmatched,external,,,,,,,,
71,44,2,3.125,0.78125,1.625,2.229166667,0.604166667,2.0,1.5,0.125,0.729166667,1,0,0,0.611559336,key-release-grid,RachmaninoffPreludes_op_32_10,RH,RachmaninoffPreludes_op_32_10:RH:71:3.125000:2,medium,,,unmatched,external,,,,,,,,
71,44,2,3.125,0.78125,1.625,2.229166667,0.604166667,2.0,2.0,0.375,0.229166667,1,0,1,0.509070459,next-voice-onset,RachmaninoffPreludes_op_32_10,RH,RachmaninoffPreludes_op_32_10:RH:71:3.125000:2,medium,,,unmatched,external,,,,,,,,
71,44,2,3.125,0.78125,1.625,2.229166667,0.604166667,2.0,0.875,0.75,1.354166667,0,1,0,0.245419031,barline,RachmaninoffPreludes_op_32_10,RH,RachmaninoffPreludes_op_32_10:RH:71:3.125000:2,medium,,,unmatched,external,,,,,,,,
64,26,3,3.25,0.8125,1.0,2.104166667,1.104166667,1.875,1.0,0.0,1.104166667,1,0,0,0.721816123,key-release-grid,RachmaninoffPreludes_op_32_10,RH,RachmaninoffPreludes_op_32_10:RH:64:3.250000:3,medium,,,reference-duration-not-candidate,external,P1,5,0.0,0.5,0,0,,
64,26,3,3.25,0.8125,1.0,2.104166667,1.104166667,1.875,0.75,0.25,1.354166667,0,1,0,0.513799381,barline,RachmaninoffPreludes_op_32_10,RH,RachmaninoffPreludes_op_32_10:RH:64:3.250000:3,medium,,,reference-duration-not-candidate,external,P1,5,0.0,0.5,0,0,,
64,26,3,3.25,0.8125,1.0,2.104166667,1.104166667,1.875,1.875,0.875,0.229166667,1,0,1,0.312227708,next-voice-onset,RachmaninoffPreludes_op_32_10,RH,RachmaninoffPreludes_op_32_10:RH:64:3.250000:3,medium,,,reference-duration-not-candidate,external,P1,5,0.0,0.5,0,0,,
78,73,1,5.0,0.25,0.666666667,0.666666667,0.0,1.666666667,0.666666667,0.0,0.0,0,0,0,0.95,key-release-grid+pedal-acoustic-grid,RachmaninoffPreludes_op_32_10,RH,RachmaninoffPreludes_op_32_10:RH:78:5.000000:1,normal,,,reference-duration-not-candidate,external,P1,1,0.5,0.166666667,0,0,,
78,73,1,5.0,0.25,0.666666667,0.666666667,0.0,1.666666667,0.625,0.041666667,0.041666667,0,0,0,0.881838446,key-release-grid+pedal-acoustic-grid,RachmaninoffPreludes_op_32_10,RH,RachmaninoffPreludes_op_32_10:RH:78:5.000000:1,normal,,,reference-duration-not-candidate,external,P1,1,0.5,0.166666667,0,0,,
78,73,1,5.0,0.25,0.666666667,0.666666667,0.0,1.666666667,0.75,0.083333333,0.083333333,0,0,0,0.818746562,key-release-grid+pedal-acoustic-grid,RachmaninoffPreludes_op_32_10,RH,RachmaninoffPreludes_op_32_10:RH:78:5.000000:1,normal,,,reference-duration-not-candidate,external,P1,1,0.5,0.166666667,0,0,,
78,73,1,5.0,0.25,0.666666667,0.666666667,0.0,1.666666667,1.666666667,1.0,1.0,0,0,1,0.190033251,next-voice-onset,RachmaninoffPreludes_op_32_10,RH,RachmaninoffPreludes_op_32_10:RH:78:5.000000:1,normal,,,reference-duration-not-candidate,external,P1,1,0.5,0.166666667,0,0,,
74,28,2,5.125,0.28125,0.375,0.375,0.0,1.541666667,0.375,0.0,0.0,0,0,0,0.95,key-release-grid+pedal-acoustic-grid,RachmaninoffPreludes_op_32_10,RH,RachmaninoffPreludes_op_32_10:RH:74:5.125000:2,normal,,,reference-duration-not-candidate,external,P1,1,0.5,0.166666667,0,0,,
74,28,2,5.125,0.28125,0.375,0.375,0.0,1.541666667,0.333333333,0.041666667,0.041666667,0,0,0,0.881838446,key-release-grid+pedal-acoustic-grid,RachmaninoffPreludes_op_32_10,RH,RachmaninoffPreludes_op_32_10:RH:74:5.125000:2,normal,,,reference-duration-not-candidate,external,P1,1,0.5,0.166666667,0,0,,
74,28,2,5.125,0.28125,0.375,0.375,0.0,1.541666667,0.5,0.125,0.125,0,0,0,0.760337542,key-release-grid+pedal-acoustic-grid,RachmaninoffPreludes_op_32_10,RH,RachmaninoffPreludes_op_32_10:RH:74:5.125000:2,normal,,,reference-duration-not-candidate,external,P1,1,0.5,0.166666667,0,0,,
74,28,2,5.125,0.28125,0.375,0.375,0.0,1.541666667,1.541666667,1.166666667,1.166666667,0,0,1,0.149529618,next-voice-onset,RachmaninoffPreludes_op_32_10,RH,RachmaninoffPreludes_op_32_10:RH:74:5.125000:2,normal,,,reference-duration-not-candidate,external,P1,1,0.5,0.166666667,0,0,,
62,46,3,5.125,0.28125,0.375,0.375,0.0,1.625,0.375,0.0,0.0,0,0,0,0.95,key-release-grid+pedal-acoustic-grid,RachmaninoffPreludes_op_32_10,RH,RachmaninoffPreludes_op_32_10:RH:62:5.125000:3,normal,,,reference-duration-not-candidate,external,P1,5,0.5,0.166666667,0,0,,
62,46,3,5.125,0.28125,0.375,0.375,0.0,1.625,0.333333333,0.041666667,0.041666667,0,0,0,0.881838446,key-release-grid+pedal-acoustic-grid,RachmaninoffPreludes_op_32_10,RH,RachmaninoffPreludes_op_32_10:RH:62:5.125000:3,normal,,,reference-duration-not-candidate,external,P1,5,0.5,0.166666667,0,0,,
62,46,3,5.125,0.28125,0.375,0.375,0.0,1.625,0.5,0.125,0.125,0,0,0,0.760337542,key-release-grid+pedal-acoustic-grid,RachmaninoffPreludes_op_32_10,RH,RachmaninoffPreludes_op_32_10:RH:62:5.125000:3,normal,,,reference-duration-not-candidate,external,P1,5,0.5,0.166666667,0,0,,
62,46,3,5.125,0.28125,0.375,0.375,0.0,1.625,1.625,1.25,1.25,0,0,1,0.133242039,next-voice-onset,RachmaninoffPreludes_op_32_10,RH,RachmaninoffPreludes_op_32_10:RH:62:5.125000:3,normal,,,reference-duration-not-candidate,external,P1,5,0.5,0.166666667,0,0,,
