hand,pitch,onset_ql,key_duration_ql,acoustic_duration_ql,notation_duration_ql,pedal_extended_ql,notation_minus_key_ql,notation_minus_acoustic_ql,next_hand_onset_ql,truncated_by_current_single_voice
RH,83,9.5703125,1.127604166666666,1.2265625,1.125,0.09895833333333393,-0.0026041666666660745,-0.1015625,10.75,False
RH,71,9.572916666666666,1.145833333333334,1.223958333333334,1.125,0.078125,-0.020833333333333925,-0.09895833333333393,10.75,False
RH,83,10.723958333333332,2.033854166666668,2.1171875,1.5,0.08333333333333215,-0.5338541666666679,-0.6171875,12.25,True
RH,71,10.729166666666666,2.049479166666666,2.111979166666666,1.5,0.0625,-0.5494791666666661,-0.6119791666666661,12.25,True
LH,40,10.7734375,3.065104166666666,3.075520833333332,1.0,0.010416666666666075,-2.065104166666666,-2.075520833333332,11.75,True
LH,59,11.8046875,0.953125,1.0364583333333321,1.0,0.08333333333333215,0.046875,-0.03645833333333215,12.75,False
LH,55,11.8125,0.9661458333333321,1.0286458333333321,1.0,0.0625,0.03385416666666785,-0.02864583333333215,12.75,False
LH,52,11.828125,0.9505208333333321,1.0130208333333321,1.0,0.0625,0.04947916666666785,-0.013020833333332149,12.75,False
RH,79,12.25,1.578125,1.5989583333333321,0.5,0.02083333333333215,-1.078125,-1.0989583333333321,12.75,True
RH,67,12.2578125,1.6015625,1.6015625,0.5,0.0,-1.1015625,-1.1015625,12.75,True
LH,59,12.78125,1.078125,1.078125,1.0,0.0,-0.078125,-0.078125,13.75,True
RH,83,12.78125,0.9973958333333321,1.0677083333333321,1.0,0.0703125,0.002604166666667851,-0.06770833333333215,13.75,False
LH,55,12.791666666666666,1.033854166666666,1.057291666666666,1.0,0.0234375,-0.033854166666666075,-0.057291666666666075,13.75,True
RH,71,12.791666666666666,0.9869791666666661,1.057291666666666,1.0,0.0703125,0.013020833333333925,-0.057291666666666075,13.75,False
LH,52,12.802083333333332,1.0572916666666679,1.0572916666666679,1.0,0.0,-0.05729166666666785,-0.05729166666666785,13.75,True
RH,83,13.796875,1.9609375,2.033854166666666,1.5,0.07291666666666607,-0.4609375,-0.5338541666666661,15.25,True
RH,71,13.802083333333332,1.9765625,2.028645833333334,1.5,0.052083333333333925,-0.4765625,-0.5286458333333339,15.25,True
LH,39,13.8046875,2.033854166666666,2.033854166666666,1.125,0.0,-0.9088541666666661,-0.9088541666666661,14.875,True
LH,59,14.848958333333332,0.9296875,0.9817708333333339,0.875,0.052083333333333925,-0.0546875,-0.10677083333333393,15.75,True
LH,54,14.854166666666666,0.9244791666666661,0.9765625,0.875,0.052083333333333925,-0.049479166666666075,-0.1015625,15.75,True
LH,51,14.8671875,0.9322916666666661,0.9635416666666661,0.875,0.03125,-0.057291666666666075,-0.08854166666666607,15.75,True
RH,78,15.268229166666666,1.479166666666666,1.479166666666666,0.5,0.0,-0.9791666666666661,-0.9791666666666661,15.75,True
RH,83,15.78125,0.9765625,0.9765625,1.0,0.0,0.0234375,0.0234375,16.75,False
LH,59,15.7890625,0.9479166666666643,0.9479166666666643,1.0,0.0,0.0520833333333357,0.0520833333333357,16.75,False
RH,71,15.7890625,0.96875,0.96875,1.0,0.0,0.03125,0.03125,16.75,False
LH,54,15.8046875,0.9947916666666643,0.9947916666666643,1.0,0.0,0.005208333333335702,0.005208333333335702,16.75,False
LH,51,15.809895833333332,0.9244791666666679,0.9244791666666679,0.875,0.0,-0.04947916666666785,-0.04947916666666785,16.75,False
RH,83,16.770833333333332,2.09375,3.096354166666668,1.5,1.0026041666666679,-0.59375,-1.5963541666666679,18.25,True
LH,42,16.7734375,2.2265625,3.09375,1.125,0.8671875,-1.1015625,-1.96875,17.875,True
RH,71,16.776041666666664,2.088541666666668,3.0911458333333357,1.5,1.0026041666666679,-0.5885416666666679,-1.5911458333333357,18.25,True
LH,54,17.833333333333332,0.9661458333333321,2.033854166666668,1.0,1.0677083333333357,0.03385416666666785,-1.0338541666666679,18.875,False
LH,59,17.8828125,0.9166666666666643,1.984375,0.875,1.0677083333333357,-0.0416666666666643,-1.109375,18.875,False
LH,57,17.888020833333332,0.9296875,1.9791666666666679,0.875,1.0494791666666679,-0.0546875,-1.1041666666666679,18.875,False
RH,81,18.255208333333332,0.6015625,1.6119791666666679,0.625,1.0104166666666679,0.0234375,-0.9869791666666679,18.875,False
RH,69,18.263020833333332,0.5989583333333321,1.6041666666666679,0.625,1.0052083333333357,0.02604166666666785,-0.9791666666666679,18.875,False
RH,84,18.815104166666664,1.0546875,1.0546875,1.0,0.0,-0.0546875,-0.0546875,19.875,False
RH,72,18.822916666666664,1.0494791666666679,1.0494791666666679,1.0,0.0,-0.04947916666666785,-0.04947916666666785,19.875,False
LH,59,18.825520833333332,1.0442708333333321,1.0442708333333321,1.0,0.0,-0.04427083333333215,-0.04427083333333215,19.875,False
LH,54,18.828125,1.0703125,1.0703125,1.0,0.0,-0.0703125,-0.0703125,19.875,True
LH,57,18.830729166666664,1.0390625,1.0390625,1.0,0.0,-0.0390625,-0.0390625,19.875,False
RH,83,19.880208333333332,1.9973958333333321,3.083333333333332,2.0,1.0859375,0.002604166666667851,-1.0833333333333321,21.875,False
RH,71,19.885416666666664,2.0130208333333357,3.078125,2.0,1.0651041666666643,-0.013020833333335702,-1.078125,21.875,True
LH,40,19.888020833333332,3.0703125,3.075520833333332,1.125,0.005208333333332149,-1.9453125,-1.9505208333333321,21.0,True
LH,59,20.940104166666664,0.9583333333333357,2.0234375,0.875,1.0651041666666643,-0.0833333333333357,-1.1484375,21.875,True
LH,52,20.9453125,0.9739583333333321,2.0182291666666643,0.875,1.0442708333333321,-0.09895833333333215,-1.1432291666666643,21.875,True
LH,55,20.950520833333332,0.9479166666666679,2.013020833333332,0.875,1.0651041666666643,-0.07291666666666785,-1.1380208333333321,21.875,True
RH,83,21.908854166666664,0.9895833333333357,1.0546875,1.0,0.0651041666666643,0.010416666666664298,-0.0546875,22.875,False
LH,59,21.916666666666664,1.0520833333333357,1.0520833333333357,1.0,0.0,-0.0520833333333357,-0.0520833333333357,22.875,True
RH,71,21.924479166666664,0.9947916666666679,1.0390625,1.0,0.04427083333333215,0.005208333333332149,-0.0390625,22.875,False
LH,55,21.927083333333332,1.046875,1.046875,1.0,0.0,-0.046875,-0.046875,22.875,True
LH,52,21.9296875,1.0442708333333321,1.0442708333333321,1.0,0.0,-0.04427083333333215,-0.04427083333333215,22.875,True
RH,83,22.927083333333332,1.9505208333333321,2.932291666666668,1.5,0.9817708333333357,-0.45052083333333215,-1.4322916666666679,24.375,True
RH,71,22.932291666666664,1.9661458333333357,2.9270833333333357,1.5,0.9609375,-0.4661458333333357,-1.4270833333333357,24.375,True
LH,40,22.96875,0.32552083333333215,2.890625,0.3333333333333333,2.565104166666668,0.007812500000001166,-2.5572916666666665,24.0,False
LH,59,23.947916666666664,0.9296875,1.9114583333333357,0.875,0.9817708333333357,-0.0546875,-1.0364583333333357,24.875,True
LH,52,23.950520833333332,0.9270833333333321,1.9088541666666679,0.875,0.9817708333333357,-0.05208333333333215,-1.0338541666666679,24.875,True
LH,55,23.950520833333332,0.9270833333333321,1.9088541666666679,0.875,0.9817708333333357,-0.05208333333333215,-1.0338541666666679,24.875,True
RH,79,24.369791666666664,1.5078125,1.5078125,0.5,0.0,-1.0078125,-1.0078125,24.875,True
RH,67,24.372395833333332,1.5,1.5,0.5,0.0,-1.0,-1.0,24.875,True
LH,59,24.893229166666664,0.9791666666666679,0.9791666666666679,1.0,0.0,0.02083333333333215,0.02083333333333215,25.875,False
LH,52,24.90625,0.96875,0.96875,1.0,0.0,0.03125,0.03125,25.875,False
LH,55,24.90625,0.9661458333333321,0.9661458333333321,1.0,0.0,0.03385416666666785,0.03385416666666785,25.875,False
RH,83,24.90625,0.953125,0.953125,1.0,0.0,0.046875,0.046875,25.875,False
RH,71,24.927083333333332,0.9322916666666679,0.9322916666666679,0.875,0.0,-0.05729166666666785,-0.05729166666666785,25.875,False
RH,83,25.869791666666664,2.0078125,2.026041666666668,1.5,0.01822916666666785,-0.5078125,-0.5260416666666679,27.375,True
RH,71,25.872395833333332,2.005208333333332,2.0234375,1.5,0.01822916666666785,-0.5052083333333321,-0.5234375,27.375,True
LH,38,25.877604166666664,0.5598958333333357,2.018229166666668,0.5,1.4583333333333321,-0.0598958333333357,-1.5182291666666679,26.875,False
LH,50,25.885416666666664,1.0338541666666679,2.010416666666668,1.0,0.9765625,-0.03385416666666785,-1.0104166666666679,26.875,True
LH,59,26.9296875,0.9479166666666643,0.9661458333333321,1.0,0.01822916666666785,0.0520833333333357,0.03385416666666785,27.875,False
LH,54,26.932291666666664,0.9453125,0.9635416666666679,1.0,0.01822916666666785,0.0546875,0.03645833333333215,27.875,False
LH,50,26.934895833333332,0.9427083333333321,0.9609375,1.0,0.01822916666666785,0.05729166666666785,0.0390625,27.875,False
RH,78,27.356770833333332,1.5208333333333321,1.5911458333333321,0.5,0.0703125,-1.0208333333333321,-1.0911458333333321,27.875,True
RH,66,27.364583333333332,0.5572916666666679,0.5572916666666679,0.5,0.0,-0.05729166666666785,-0.05729166666666785,27.875,True
LH,54,27.890625,1.0286458333333321,1.0572916666666643,1.0,0.02864583333333215,-0.02864583333333215,-0.0572916666666643,28.875,True
RH,83,27.890625,1.0677083333333321,1.0677083333333321,1.0,0.0,-0.06770833333333215,-0.06770833333333215,28.875,True
LH,50,27.893229166666664,1.0026041666666679,1.0546875,1.0,0.05208333333333215,-0.002604166666667851,-0.0546875,28.875,True
LH,59,27.893229166666664,1.0078125,1.0546875,1.0,0.046875,-0.0078125,-0.0546875,28.875,True
RH,71,27.895833333333332,1.0416666666666679,1.0520833333333321,1.0,0.010416666666664298,-0.04166666666666785,-0.05208333333333215,28.875,True
RH,78,28.901041666666664,3.8776041666666643,3.9296875,1.75,0.0520833333333357,-2.1276041666666643,-2.1796875,30.625,True
RH,90,28.903645833333332,2.354166666666668,3.927083333333332,1.75,1.5729166666666643,-0.6041666666666679,-2.177083333333332,30.625,True
LH,36,28.924479166666664,0.49479166666666785,3.90625,0.5,3.411458333333332,0.005208333333332149,-3.40625,30.0,False
LH,48,28.9296875,1.109375,3.9010416666666643,1.125,2.7916666666666643,0.015625,-2.7760416666666643,30.0,False
LH,52,30.052083333333332,1.2473958333333321,2.778645833333332,1.25,1.53125,0.002604166666667851,-1.5286458333333321,31.333333333333332,False
LH,48,30.0546875,1.2838541666666643,2.7760416666666643,1.25,1.4921875,-0.0338541666666643,-1.5260416666666643,31.333333333333332,True
LH,54,30.065104166666664,2.6927083333333357,2.765625,1.3333333333333321,0.0729166666666643,-1.3593750000000036,-1.4322916666666679,31.333333333333332,True
RH,82,30.5859375,0.7135416666666643,2.2447916666666643,0.7083333333333321,1.53125,-0.005208333333332149,-1.5364583333333321,31.333333333333332,False
RH,70,30.588541666666664,0.7109375,2.2421875,0.7083333333333321,1.53125,-0.002604166666667851,-1.5338541666666679,31.333333333333332,False
RH,82,31.317708333333332,1.5416666666666679,1.5416666666666679,1.4166666666666679,0.0,-0.125,-0.125,32.75,True
RH,70,31.325520833333332,1.5338541666666679,1.5338541666666679,1.4166666666666679,0.0,-0.1171875,-0.1171875,32.75,True
LH,52,31.328125,1.5494791666666643,1.5494791666666643,1.4166666666666679,0.0,-0.13281249999999645,-0.13281249999999645,32.75,True
LH,48,31.3515625,1.5260416666666643,1.5260416666666643,1.4166666666666679,0.0,-0.10937499999999645,-0.10937499999999645,32.75,True
LH,54,32.783854166666664,4.4140625,4.4140625,4.375,0.0,-0.0390625,-0.0390625,37.125,True
LH,47,32.7890625,4.3984375,4.3984375,4.375,0.0,-0.0234375,-0.0234375,37.125,True
RH,83,32.7890625,3.1692708333333286,4.372395833333329,3.125,1.203125,-0.044270833333328596,-1.2473958333333286,36.0,False
LH,50,32.791666666666664,4.390625,4.390625,4.375,0.0,-0.015625,-0.015625,37.125,True
RH,71,32.807291666666664,3.1510416666666643,4.354166666666664,3.125,1.203125,-0.026041666666664298,-1.2291666666666643,36.0,False
RH,83,35.97395833333333,1.0859375,1.1875,1.125,0.1015625,0.0390625,-0.0625,37.125,False
RH,71,35.979166666666664,1.0807291666666643,1.1822916666666643,1.125,0.1015625,0.0442708333333357,-0.0572916666666643,37.125,False
RH,83,37.0703125,2.0494791666666643,2.9375,1.5,0.8880208333333357,-0.5494791666666643,-1.4375,38.625,True
RH,71,37.08333333333333,2.0546875,2.9244791666666714,1.5,0.8697916666666714,-0.5546875,-1.4244791666666714,38.625,True
LH,40,37.09114583333333,0.8671875,2.9166666666666714,0.875,2.0494791666666714,0.0078125,-2.0416666666666714,38.125,False
LH,59,38.140625,0.9791666666666643,1.8671875,1.0,0.8880208333333357,0.020833333333335702,-0.8671875,39.125,False
LH,55,38.14583333333333,0.9739583333333357,1.8619791666666714,1.0,0.8880208333333357,0.026041666666664298,-0.8619791666666714,39.125,False
LH,52,38.1484375,0.9895833333333286,1.859375,1.0,0.8697916666666714,0.010416666666671404,-0.859375,39.125,False
RH,79,38.59114583333333,1.4088541666666714,1.4166666666666714,0.5,0.0078125,-0.9088541666666714,-0.9166666666666714,39.125,True
RH,67,38.60677083333333,1.3932291666666714,1.4010416666666714,0.5,0.0078125,-0.8932291666666714,-0.9010416666666714,39.125,True
LH,59,39.13020833333333,0.8671875,0.8776041666666714,0.875,0.010416666666671404,0.0078125,-0.0026041666666714036,40.125,False
