segment_id,piece,composer,title,event_id,hand,pitch,onset_ql,onset_location,voice,key_duration_ql,acoustic_duration_ql,pedal_extension_ql,next_voice_gap_ql,review_priority,reference_part,reference_voice,reference_onset_ql,reference_duration_ql,reference_tie_start,reference_tie_stop,auto_label_status,candidate_durations,candidate_sources,acoustic_sustain,performance_pedal_action,published_score_pedal,notation_decision,review_class,review_note
Schubert_Impromptu_op.90_D.899_2_133,SchubertImpromptu_op.90_D.899_2,Schubert,Impromptu_op.90_D.899_2,SchubertImpromptu_op.90_D.899_2:LH:38:541.250000:5,LH,38,541.250000,m.136 beat 2.250,5,0.125,0.989583333,0.864583333,-1.0,medium,,,,,,,unmatched,0.125000;1.000000;2.750000,barline;key-release-grid;pedal-acoustic-grid,yes,hold,none,0.125,pedal-only,pedal carries sustain; keep short written note
Schubert_Impromptu_op.90_D.899_2_133,SchubertImpromptu_op.90_D.899_2,Schubert,Impromptu_op.90_D.899_2,SchubertImpromptu_op.90_D.899_2:LH:39:541.125000:1,LH,39,541.125000,m.136 beat 2.125,1,0.5,1.114583333,0.614583333,1.0,medium,,,,,,,unmatched,0.500000;0.666667;1.000000,key-release-grid;next-voice-onset+pedal-acoustic-grid,yes,change,none,0.5,pedal-only,pedal carries sustain; keep short written note
Schubert_Impromptu_op.90_D.899_2_133,SchubertImpromptu_op.90_D.899_2,Schubert,Impromptu_op.90_D.899_2,SchubertImpromptu_op.90_D.899_2:LH:39:542.125000:1,LH,39,542.125000,m.136 beat 3.125,1,0.125,0.125,0.0,0.5,normal,,,,,,,unmatched,0.125000;0.500000,key-release-grid+pedal-acoustic-grid;next-voice-onset,no,release,none,0.125,,routine; written duration follows score/readability
Schubert_Impromptu_op.90_D.899_2_133,SchubertImpromptu_op.90_D.899_2,Schubert,Impromptu_op.90_D.899_2,SchubertImpromptu_op.90_D.899_2:LH:39:542.625000:1,LH,39,542.625000,m.136 beat 3.625,1,0.333333333,1.213541667,0.880208333,1.0,medium,,,,,,,unmatched,0.250000;0.333333;0.375000;1.000000,key-release-grid;next-voice-onset,yes,change,none,0.375,,routine; written duration follows score/readability
Schubert_Impromptu_op.90_D.899_2_133,SchubertImpromptu_op.90_D.899_2,Schubert,Impromptu_op.90_D.899_2,SchubertImpromptu_op.90_D.899_2:LH:39:543.625000:1,LH,39,543.625000,m.136 beat 4.625,1,0.125,0.213541667,0.088541667,0.625,normal,P1,3,837.0,2.0,0,0,reference-duration-not-candidate,0.125000;0.250000;0.333333;0.375000;0.625000,barline;key-release-grid;next-voice-onset;pedal-acoustic-grid,no,release,none,2.0,notation-shortening,reference duration 2.0; shorten acoustic extension to 2.0 (score convention; pedal carries the tail)
Schubert_Impromptu_op.90_D.899_2_133,SchubertImpromptu_op.90_D.899_2,Schubert,Impromptu_op.90_D.899_2,SchubertImpromptu_op.90_D.899_2:LH:41:541.125000:4,LH,41,541.125000,m.136 beat 2.125,4,0.25,1.114583333,0.864583333,1.625,medium,,,,,,,unmatched,0.250000;0.333333;1.000000;1.125000;1.625000,key-release-grid;next-voice-onset;pedal-acoustic-grid,yes,change,none,0.25,pedal-only,pedal carries sustain; keep short written note
Schubert_Impromptu_op.90_D.899_2_133,SchubertImpromptu_op.90_D.899_2,Schubert,Impromptu_op.90_D.899_2,SchubertImpromptu_op.90_D.899_2:LH:42:541.125000:2,LH,42,541.125000,m.136 beat 2.125,2,0.375,1.114583333,0.739583333,1.0,medium,,,,,,,unmatched,0.333333;0.375000;0.500000;1.000000,key-release-grid;next-voice-onset+pedal-acoustic-grid,yes,change,none,0.375,pedal-only,pedal carries sustain; keep short written note
Schubert_Impromptu_op.90_D.899_2_133,SchubertImpromptu_op.90_D.899_2,Schubert,Impromptu_op.90_D.899_2,SchubertImpromptu_op.90_D.899_2:LH:42:542.625000:1,LH,42,542.625000,m.136 beat 3.625,1,0.333333333,1.213541667,0.880208333,1.0,medium,,,,,,,unmatched,0.250000;0.333333;0.375000;1.000000,key-release-grid;next-voice-onset,yes,change,none,0.375,,routine; written duration follows score/readability
Schubert_Impromptu_op.90_D.899_2_133,SchubertImpromptu_op.90_D.899_2,Schubert,Impromptu_op.90_D.899_2,SchubertImpromptu_op.90_D.899_2:LH:44:542.125000:2,LH,44,542.125000,m.136 beat 3.125,2,0.125,0.125,0.0,0.5,normal,,,,,,,unmatched,0.125000;0.500000,key-release-grid+pedal-acoustic-grid;next-voice-onset,no,release,none,0.125,,routine; written duration follows score/readability
Schubert_Impromptu_op.90_D.899_2_133,SchubertImpromptu_op.90_D.899_2,Schubert,Impromptu_op.90_D.899_2,SchubertImpromptu_op.90_D.899_2:LH:44:543.625000:1,LH,44,543.625000,m.136 beat 4.625,1,0.125,0.213541667,0.088541667,0.625,normal,,,,,,,unmatched,0.125000;0.250000;0.333333;0.375000;0.625000,barline;key-release-grid;next-voice-onset;pedal-acoustic-grid,no,release,none,0.125,,routine; written duration follows score/readability
Schubert_Impromptu_op.90_D.899_2_133,SchubertImpromptu_op.90_D.899_2,Schubert,Impromptu_op.90_D.899_2,SchubertImpromptu_op.90_D.899_2:LH:45:541.125000:4,LH,45,541.125000,m.136 beat 2.125,4,0.25,1.114583333,0.864583333,1.625,medium,,,,,,,unmatched,0.250000;0.333333;1.000000;1.125000;1.625000,key-release-grid;next-voice-onset;pedal-acoustic-grid,yes,change,none,0.25,pedal-only,pedal carries sustain; keep short written note
Schubert_Impromptu_op.90_D.899_2_133,SchubertImpromptu_op.90_D.899_2,Schubert,Impromptu_op.90_D.899_2,SchubertImpromptu_op.90_D.899_2:LH:46:529.875000:4,LH,46,529.875000,m.133 beat 2.875,4,0.125,1.6171875,1.4921875,0.5,medium,,,,,,,unmatched,0.125000;0.500000,key-release-grid;next-voice-onset,yes,change,none,0.125,pedal-only,pedal carries sustain; keep short written note
Schubert_Impromptu_op.90_D.899_2_133,SchubertImpromptu_op.90_D.899_2,Schubert,Impromptu_op.90_D.899_2,SchubertImpromptu_op.90_D.899_2:LH:46:542.625000:2,LH,46,542.625000,m.136 beat 3.625,2,0.25,1.213541667,0.963541667,1.5,medium,,,,,,,unmatched,0.250000;0.333333;1.250000;1.333333;1.375000;1.500000,barline;key-release-grid;next-voice-onset;pedal-acoustic-grid,yes,change,none,0.25,pedal-only,pedal carries sustain; keep short written note
Schubert_Impromptu_op.90_D.899_2_133,SchubertImpromptu_op.90_D.899_2,Schubert,Impromptu_op.90_D.899_2,SchubertImpromptu_op.90_D.899_2:LH:47:542.125000:2,LH,47,542.125000,m.136 beat 3.125,2,0.125,0.125,0.0,0.5,normal,,,,,,,unmatched,0.125000;0.500000,key-release-grid+pedal-acoustic-grid;next-voice-onset,no,release,none,0.125,,routine; written duration follows score/readability
