hand,pitch,onset_ql,reason
LH,40,1.875,outside-or-invalid-beat-map
LH,42,2.25,score-midi-no-match
LH,40,2.5,score-midi-no-match
LH,42,2.6666666666666665,score-midi-no-match
LH,40,2.75,score-midi-no-match
LH,40,3.125,score-midi-no-match
LH,40,3.375,score-midi-no-match
LH,40,3.625,score-midi-no-match
LH,40,4.0,score-midi-no-match
LH,42,4.0,score-midi-no-match
LH,42,4.25,score-midi-no-match
LH,40,4.5,score-midi-no-match
LH,40,4.666666666666666,score-midi-no-match
LH,40,5.0,score-midi-no-match
LH,42,5.125,score-midi-no-match
LH,40,5.333333333333333,score-midi-no-match
LH,33,5.375,score-midi-no-match
LH,38,6.0,score-midi-no-match
LH,50,6.625,score-midi-no-match
LH,33,7.125,score-midi-no-match
LH,40,7.375,score-midi-no-match
LH,42,7.5,score-midi-no-match
LH,40,7.666666666666666,score-midi-no-match
LH,42,7.75,score-midi-no-match
LH,40,8.0,score-midi-no-match
LH,42,8.0,score-midi-no-match
LH,42,8.333333333333332,score-midi-no-match
LH,40,8.375,score-midi-no-match
LH,42,8.625,score-midi-no-match
LH,40,8.666666666666666,score-midi-no-match
LH,42,8.75,score-midi-no-match
LH,40,9.0,score-midi-no-match
LH,42,9.0,score-midi-no-match
LH,52,10.375,score-midi-no-match
LH,33,10.875,score-midi-no-match
LH,42,11.25,score-midi-no-match
LH,40,11.375,score-midi-no-match
LH,42,11.5,score-midi-no-match
LH,40,11.666666666666666,score-midi-no-match
LH,42,11.75,score-midi-no-match
LH,42,12.0,score-midi-no-match
LH,40,12.25,score-midi-no-match
LH,42,12.25,score-midi-no-match
LH,40,12.375,score-midi-no-match
LH,42,12.5,score-midi-no-match
LH,40,12.666666666666666,score-midi-no-match
LH,42,12.75,score-midi-no-match
LH,46,13.333333333333332,score-midi-no-match
LH,52,14.25,score-midi-no-match
LH,45,15.0,score-midi-no-match
LH,49,15.0,score-midi-no-match
LH,52,15.125,score-midi-no-match
LH,54,15.25,score-midi-no-match
LH,56,15.25,score-midi-no-match
LH,45,16.0,score-midi-no-match
LH,52,16.0,score-midi-no-match
LH,57,16.0,score-midi-no-match
LH,59,16.125,score-midi-no-match
RH,61,16.125,score-midi-no-match
LH,45,16.625,score-midi-no-match
LH,52,16.75,score-midi-no-match
LH,57,16.875,score-midi-no-match
RH,61,16.875,score-midi-no-match
RH,64,17.0,score-midi-no-match
RH,66,17.0,score-midi-no-match
LH,51,17.25,musicxml-no-match
LH,57,17.375,musicxml-no-match
RH,64,17.625,musicxml-no-match
RH,69,17.666666666666664,musicxml-no-match
RH,71,17.75,musicxml-no-match
RH,75,17.75,musicxml-no-match
RH,74,17.875,score-midi-no-match
RH,76,17.875,score-midi-no-match
RH,77,17.875,score-midi-no-match
LH,57,18.0,musicxml-no-match
RH,64,18.125,musicxml-no-match
RH,69,18.375,musicxml-no-match
RH,74,18.375,score-midi-no-match
RH,77,18.375,score-midi-no-match
RH,80,18.5,musicxml-no-match
RH,63,18.625,musicxml-no-match
RH,78,18.625,score-midi-no-match
RH,79,18.625,score-midi-no-match
RH,81,18.625,score-midi-no-match
RH,69,18.666666666666664,musicxml-no-match
RH,76,19.0,musicxml-no-match
RH,81,19.0,musicxml-no-match
RH,83,19.0,musicxml-no-match
RH,85,19.0,musicxml-no-match
RH,87,19.0,musicxml-no-match
RH,69,19.25,musicxml-no-match
RH,76,19.25,musicxml-no-match
RH,81,19.5,musicxml-no-match
RH,85,19.5,musicxml-no-match
RH,88,19.625,musicxml-no-match
RH,92,19.625,musicxml-no-match
RH,75,19.666666666666664,musicxml-no-match
RH,90,19.666666666666664,score-midi-no-match
RH,81,19.75,musicxml-no-match
RH,88,20.0,musicxml-no-match
RH,93,20.0,musicxml-no-match
RH,94,20.125,score-midi-no-match
RH,95,20.125,musicxml-no-match
RH,99,20.125,musicxml-no-match
RH,81,20.25,musicxml-no-match
RH,88,20.375,musicxml-no-match
RH,93,20.625,score-midi-no-match
RH,97,20.666666666666664,musicxml-no-match
RH,100,20.75,musicxml-no-match
RH,102,20.875,musicxml-no-match
RH,104,20.875,musicxml-no-match
RH,70,99.875,score-midi-no-match
RH,64,100.0,score-midi-no-match
RH,80,101.375,musicxml-ambiguous
