hand,pitch,onset_ql,reason
RH,60,3.875,outside-or-invalid-beat-map
RH,64,3.875,outside-or-invalid-beat-map
RH,62,27.0,musicxml-ambiguous
RH,65,37.666666666666664,score-midi-no-match
RH,65,40.25,score-midi-no-match
LH,42,40.875,score-midi-no-match
RH,62,41.875,score-midi-no-match
RH,72,64.25,score-midi-no-match
LH,59,70.375,score-midi-no-match
RH,84,78.75,musicxml-no-match
LH,48,79.125,score-midi-no-match
LH,52,79.5,score-midi-no-match
LH,55,79.625,score-midi-no-match
RH,88,80.0,score-midi-no-match
RH,86,80.125,score-midi-no-match
RH,83,80.25,score-midi-no-match
RH,84,80.25,score-midi-no-match
LH,55,80.375,score-midi-no-match
RH,81,80.375,score-midi-no-match
RH,74,88.66666666666666,musicxml-ambiguous
RH,76,91.75,musicxml-no-match
RH,74,91.875,musicxml-no-match
RH,81,111.125,musicxml-no-match
RH,83,111.125,musicxml-no-match
RH,78,120.25,score-midi-no-match
LH,48,124.25,score-midi-no-match
RH,60,135.375,score-midi-no-match
RH,60,135.75,score-midi-no-match
RH,82,137.75,score-midi-no-match
RH,86,139.25,score-midi-no-match
RH,83,139.375,score-midi-no-match
LH,52,141.625,score-midi-no-match
RH,62,145.5,musicxml-ambiguous
RH,62,146.33333333333331,musicxml-ambiguous
RH,64,146.75,musicxml-ambiguous
RH,66,147.125,musicxml-ambiguous
RH,67,148.33333333333331,musicxml-ambiguous
RH,69,148.75,musicxml-ambiguous
RH,69,149.625,musicxml-ambiguous
RH,71,150.0,musicxml-ambiguous
LH,55,166.75,score-midi-no-match
LH,50,167.625,score-midi-no-match
RH,76,181.625,musicxml-ambiguous
LH,51,186.25,score-midi-no-match
RH,81,191.0,musicxml-ambiguous
LH,43,193.125,score-midi-no-match
RH,84,193.125,musicxml-ambiguous
RH,83,193.25,musicxml-ambiguous
RH,81,193.33333333333331,score-midi-no-match
RH,83,193.5,score-midi-no-match
LH,59,193.625,score-midi-no-match
RH,89,193.625,score-midi-no-match
RH,75,197.33333333333331,score-midi-no-match
RH,62,197.625,score-midi-no-match
LH,43,209.33333333333331,score-midi-no-match
RH,73,227.375,score-midi-no-match
RH,66,230.66666666666666,score-midi-no-match
RH,79,244.875,score-midi-no-match
RH,70,245.5,score-midi-no-match
LH,48,247.25,score-midi-no-match
LH,48,259.75,musicxml-ambiguous
RH,60,266.75,musicxml-ambiguous
LH,47,267.25,score-midi-no-match
RH,69,268.3333333333333,score-midi-no-match
LH,52,268.875,score-midi-no-match
LH,59,270.0,musicxml-ambiguous
RH,63,271.66666666666663,score-midi-no-match
RH,76,271.66666666666663,musicxml-ambiguous
LH,53,283.0,score-midi-no-match
LH,53,283.3333333333333,score-midi-no-match
LH,40,284.0,score-midi-no-match
LH,33,285.5,score-midi-no-match
LH,55,304.375,musicxml-ambiguous
LH,55,311.75,score-midi-no-match
RH,62,313.0,musicxml-ambiguous
RH,65,314.5,musicxml-ambiguous
RH,64,315.0,score-midi-no-match
RH,68,316.125,musicxml-ambiguous
RH,69,316.25,score-midi-no-match
RH,67,316.625,score-midi-no-match
RH,66,322.0,score-midi-no-match
RH,76,332.125,score-midi-no-match
LH,58,336.625,score-midi-no-match
RH,72,343.625,score-midi-no-match
LH,58,350.875,score-midi-no-match
LH,54,351.5,score-midi-no-match
RH,63,351.875,score-midi-no-match
RH,66,352.0,score-midi-no-match
RH,64,355.375,score-midi-no-match
RH,67,355.75,score-midi-no-match
RH,61,358.66666666666663,score-midi-no-match
RH,61,359.0,score-midi-no-match
RH,84,382.0,score-midi-no-match
LH,51,396.625,score-midi-no-match
RH,77,418.875,score-midi-no-match
RH,78,440.75,score-midi-no-match
LH,43,440.875,score-midi-no-match
RH,77,441.125,musicxml-no-match
LH,57,441.375,score-midi-no-match
LH,59,441.375,score-midi-no-match
RH,89,441.375,musicxml-no-match
RH,64,452.3333333333333,score-midi-no-match
RH,64,452.66666666666663,score-midi-no-match
RH,62,476.75,musicxml-ambiguous
LH,57,500.5,score-midi-no-match
LH,50,509.25,score-midi-no-match
RH,84,515.5,musicxml-no-match
LH,48,515.875,score-midi-no-match
LH,52,516.125,score-midi-no-match
LH,55,516.375,score-midi-no-match
RH,88,516.875,score-midi-no-match
RH,86,517.0,score-midi-no-match
LH,55,517.125,score-midi-no-match
RH,83,517.125,score-midi-no-match
RH,84,517.125,score-midi-no-match
RH,79,525.75,musicxml-ambiguous
RH,79,526.125,musicxml-no-match
RH,81,528.875,musicxml-no-match
RH,79,529.0,musicxml-no-match
RH,76,548.125,musicxml-no-match
RH,74,548.25,musicxml-no-match
RH,67,566.0,score-midi-no-match
LH,57,575.875,score-midi-no-match
LH,45,576.125,score-midi-no-match
RH,66,579.0,score-midi-no-match
RH,67,582.375,musicxml-ambiguous
RH,67,583.125,musicxml-ambiguous
